,e1,relation,e2,date,predictions
434,Malaysia,Make an appeal or request,Citizen (Malaysia),2014-05-06,"['Lawyer/Attorney (Australia)', 'Lawmaker (Indonesia)', 'Other Authorities / Officials (China)', 'Foreign Affairs (Norway)', 'Citizen (Malaysia)', 'Defector (South Korea)', 'Afghanistan', 'Attacker (Jordan)', 'Malaysia', 'UN Security Council']"
435,Japan,Host a visit,Barack Obama,2014-04-27,"['Bank (Iran)', 'Citizen (Brazil)', 'Angela Merkel', 'Barack Obama', 'Sheikh Hamad bin Isa al Khalifah', 'Israeli Defense Forces', 'Sudan', 'Ma Ying Jeou', 'Children (Israel)', 'Japan']"
436,Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-11-21,"['Cabinet / Council of Ministers / Advisors (United States)', 'People Associated with the Opposition (Bahrain)', 'Military (Lebanon)', 'Togo', 'Citizen (Venezuela)', 'Agence France-Presse', 'Sergey Viktorovich Lavrov', 'Farm Worker (Nigeria)', 'Armed Rebel (Ukraine)', 'Inter-Services Intelligence']"
437,François Hollande,Make statement,Government (France),2014-08-20,"['Alexis Tsipras', 'Inter-Services Intelligence', 'Abdul Aziz', 'Army Personnel (Egypt)', 'People Associated with the Opposition (Argentina)', 'Colombia', 'Defense / Security Ministry (Nigeria)', 'Rioter (Myanmar)', 'Niger', 'François Hollande']"
438,Iraq,Engage in diplomatic cooperation,Iran,2014-02-25,"['Iran', 'Legislature (Libya)', '""Uganda People\\\'s Defence Force""', 'Men (United States)', 'Eugene Wamalwa', 'Military Personnel (Bahrain)', 'Legislature (Argentina)', 'City Mayor (South Africa)', 'Iraq', 'Businessperson (Italy)']"
439,Thailand,Express intent to cooperate,Vietnam,2014-06-27,"['Vietnam', 'Colombia', 'Government (Pakistan)', 'Military (El Salvador)', 'Thailand', 'Foreign Affairs (Italy)', 'Media (Zimbabwe)', 'Lawmaker (Russia)', 'High Commission for Refugees', 'Ministry (Russia)']"
440,Citizen (Nigeria),Demand,Government (Nigeria),2014-02-12,"['Government (Nigeria)', 'Defense / Security Ministry (Nigeria)', 'Federica Mogherini', 'Citizen (Nigeria)', 'Military Personnel - Special (Mexico)', 'Education (Costa Rica)', 'City Mayor (Bosnia and Herzegovina)', 'Vietnam', 'Agence France-Presse', 'James Wani Igga']"
441,Police (Australia),"Return, release person(s)",Citizen (Australia),2014-07-14,"['Citizen (Australia)', 'Member of Parliament (Germany)', 'Dmitry Anatolyevich Medvedev', 'Police (Australia)', 'Lawyer/Attorney (United States)', 'Public Prosecutor (Greece)', 'Shahin Mustafayev', 'Trade Union Congress', 'Anandiben Patel', 'Colombia']"
442,Mohammad Javad Zarif,Consult,Catherine Ashton,2014-07-13,"['Catherine Ashton', 'Court Judge (Nigeria)', 'Abdul Aziz', 'Head of Government (Qatar)', 'Criminal (Tanzania)', 'Information Ministry (India)', 'Mohammad Javad Zarif', 'Israeli Defense Forces', 'Toomas Hendrik Ilves', 'Romania']"
443,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-12-22,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
444,Police (Philippines),Make statement,Criminal (Philippines),2014-07-05,"['Communist Party of India', 'Abdirahman Ducaale Bayle', 'Criminal (Philippines)', 'Other Authorities / Officials (Libya)', 'Police (Philippines)', 'Foreign Affairs (Liberia)', 'Ukrinform', 'Legislature (Argentina)', 'Muhammadu Buhari', 'Toomas Hendrik Ilves']"
445,François Hollande,Make a visit,Comoros,2014-06-30,"['""Citizen (Cote d\\\'Ivoire)""', 'Governor (India)', 'Military Personnel (Libya)', 'Military (Central African Republic)', 'Combatant (Egypt)', 'Military (Argentina)', 'Legislature (South Africa)', 'François Hollande', 'Secret Agent (Philippines)', 'Dinka']"
446,Criminal (El Salvador),Use unconventional violence,Police (El Salvador),2014-12-23,"['Tanzania', 'City Mayor (South Africa)', 'Central Military Commission', 'Foreign Affairs (Italy)', 'Party Member (Jordan)', 'Criminal (El Salvador)', 'Scientist (Kenya)', 'Men (United Kingdom)', 'Citizen (South Korea)', 'Other Authorities / Officials (Mauritania)']"
447,Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-03-20,"['Cabinet / Council of Ministers / Advisors (United States)', 'People Associated with the Opposition (Bahrain)', 'Military (Lebanon)', 'Togo', 'Citizen (Venezuela)', 'Agence France-Presse', 'Sergey Viktorovich Lavrov', 'Farm Worker (Nigeria)', 'Armed Rebel (Ukraine)', 'Inter-Services Intelligence']"
448,Hun Sen,Make statement,Cambodia,2014-12-25,"['Shinsuke Sugiyama', 'Media Personnel (Australia)', 'Cambodia', 'Treasury/Finance Ministry (Thailand)', 'Congress of South African Trade Unions', 'Justice Department/Ministery (Sri Lanka)', 'Shahin Mustafayev', 'Population (Angola)', 'Special Rapporteurs of the United Nations', 'Hun Sen']"
449,Doctors Without Borders,Make statement,Government (Sudan),2014-06-18,"['New Zealand', 'Congo', 'Nurse (Venezuela)', 'Abdirahman Ducaale Bayle', 'Didier Burkhalter', 'Citizen (Nigeria)', 'Military (Central African Republic)', 'Pierre Nkurunziza', 'Education (United States)', 'Doctors Without Borders']"
450,Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-07-17,"['Foreign Affairs (United States)', 'Sergey Viktorovich Lavrov', 'Army Personnel (Egypt)', 'Citizen (Germany)', 'Women (Australia)', 'Representatives (Slovakia)', 'Police (Australia)', 'Independent High Electoral Commission', 'Government (United States)', 'Business (Bulgaria)']"
451,South Korea,Make an appeal or request,North Korea,2014-10-04,"['North Korea', 'European Central Bank', 'Newspaper (Japan)', 'Julie Bishop', 'South Korea', 'Government (France)', 'National Council for Peace and Order of Thailand', 'Uhuru Muigai Kenyatta', 'Web Site (Lithuania)', 'Royal Thai Police']"
452,Iran,Consult,Poland,2014-05-25,"['Poland', 'Oluṣẹgun Ọbasanjọ', 'People Associated with the Opposition (Bahrain)', 'Treasury/Finance Ministry (Czech Republic)', 'Head of Government (Egypt)', 'Iran', 'Police (Sudan)', 'Head of Government (Gambia)', 'Inter-Services Intelligence', 'Nuri al-Maliki']"
453,Benjamin Netanyahu,Express intent to cooperate,Yair Lapid,2014-10-02,"['Festus Keyamo', 'City Mayor (South Africa)', 'Lawyer/Attorney (United States)', 'Serbia', 'Benjamin Netanyahu', 'Cable News Network', 'Government (Nigeria)', 'Hemant Soren', 'Businessperson (Philippines)', 'Main Opposition (Turkey)']"
454,Special Court (Pakistan),Demand,Pervez Musharraf,2014-02-17,"['Pervez Musharraf', 'Bhutan', 'Military (El Salvador)', 'Environment Department/Ministry (United States)', 'Special Court (Pakistan)', 'Alexander Stubb', 'Labor Union (India)', 'DPWH', 'Opposition Supporter (Pakistan)', 'Undersecretary (United States)']"
455,Malaysia,Host a visit,Barack Obama,2014-04-21,"['Bank (Iran)', 'Citizen (Brazil)', 'Angela Merkel', 'Barack Obama', 'Malaysia', 'Sheikh Hamad bin Isa al Khalifah', 'Israeli Defense Forces', 'Sudan', 'Ma Ying Jeou', 'Children (Israel)']"
456,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-01-22,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
457,United Arab Emirates,Reduce or break diplomatic relations,Qatar,2014-03-15,"['Justice and Development Party', 'Qatar', 'Government (Palestinian Territory', 'Occupied)', 'Kazakhstan', 'Aladdin Boroujerdi', 'Children (Zimbabwe)', 'Murtala Nyako', 'United Arab Emirates', 'Ethnic Group (Afghanistan)', 'Men (Mexico)']"
458,Mexico,Host a visit,Jerry Brown,2014-08-22,"['Intelligence (Crime Intelligence)', 'Head of Government (Bahrain)', 'Citizen (Saudi Arabia)', 'Mexico', 'Cameroon', 'People Associated with the Opposition (Benin)', 'Citizen (Uganda)', 'Roh Moo Hyun', 'Joachim Gauck', 'Criminal (Brazil)']"
459,Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-11-22,"['Foreign Affairs (United States)', 'Sergey Viktorovich Lavrov', 'Army Personnel (Egypt)', 'Citizen (Germany)', 'Women (Australia)', 'Representatives (Slovakia)', 'Police (Australia)', 'Independent High Electoral Commission', 'Government (United States)', 'Business (Bulgaria)']"
460,Citizen (India),Make an appeal or request,Garo National Liberation Army,2014-11-03,"['Opposition Supporter (India)', 'Al Jazeera', 'Smriti Irani', 'Healthcare Facility (Greece)', 'Head of Government (Bahrain)', 'Citizen (India)', 'Member of the Judiciary (Nigeria)', 'Education (Costa Rica)', 'Khalid bin Ali Al Khalifa', 'Military (Mozambique)']"
461,Hun Sen,Make statement,Cambodia,2014-03-21,"['Shinsuke Sugiyama', 'Media Personnel (Australia)', 'Cambodia', 'Treasury/Finance Ministry (Thailand)', 'Congress of South African Trade Unions', 'Justice Department/Ministery (Sri Lanka)', 'Shahin Mustafayev', 'Population (Angola)', 'Special Rapporteurs of the United Nations', 'Hun Sen']"
462,Canada,Expel or deport individuals,Military (Russia),2014-03-07,"['Military (Russia)', '""Citizen (Cote d\\\'Ivoire)""', 'Cambodia', 'Media Personnel (Iran)', 'Congo', '""Uganda People\\\'s Defence Force""', 'Independent Corrupt Practices Commission', 'Party Member (Afghanistan)', 'Member of the Judiciary (Bangladesh)', 'Canada']"
463,South Korea,Express intent to cooperate,Japan,2014-09-26,"['Japan', 'Malaysia', 'Armed Rebel (Ukraine)', 'South Korea', 'Governor (Democratic Republic of Congo)', 'Party Member (Afghanistan)', 'Election Commission (India)', 'Indigenous People (Malawi)', 'Congo', 'Head of Government (Brazil)']"
464,Military (Thailand),Threaten,Citizen (Thailand),2014-05-24,"['Citizen (Thailand)', 'Djibouti', 'Massoud Barzani', 'Other Authorities / Officials (Turkey)', 'Mexico', 'Military (Thailand)', 'Gamini Peiris', 'People Associated with the Opposition (Bahrain)', 'Kevin Rudd', 'Foreign Affairs (Ukraine)']"
465,UN Security Council,Criticize or denounce,North Korea,2014-07-20,"['North Korea', 'Abdul Aziz', 'Governor (Kenya)', 'Heydar Aliyev', 'UN Security Council', 'Head of Government (Kosovo)', 'Special Rapporteurs of the United Nations', 'Jean-Yves Le Drian', 'Michael D. Higgins', 'South Sudan']"
466,Criminal (Tanzania),Threaten,Citizen (Tanzania),2014-08-21,"['DPWH', 'Citizen (Tanzania)', 'Government (Syria)', 'Lawyer/Attorney (Argentina)', 'Philippines', 'Head of Government (Greece)', 'Togo', 'Criminal (Tanzania)', 'Indigenous People (Tanzania)', 'Political Parties (Pakistan)']"
467,Criminal (Australia),Physically assault,Police (Australia),2014-09-23,"['Police (Australia)', 'Lawmaker (Indonesia)', 'Svoboda', 'Government (Sweden)', 'Children (Philippines)', 'Naval (United Kingdom)', 'Criminal (Australia)', 'Abdullah Gül', 'Terrorist (Syria)', 'Foreign Affairs (United States)']"
468,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-02-01,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
469,Sudan,Express intent to cooperate,Ethiopia,2014-08-29,"['South Africa', 'Morgan Tsvangirai', 'Legislature (Italy)', 'Head of Government (South Korea)', 'Military Personnel (Afghanistan)', 'Viktor Orban', 'Sudan', 'Andrej Kiska', 'Court Judge (Kenya)', 'Government (Sudan)']"
470,Military (Turkey),Use tactics of violent repression,Protester (Turkey),2014-06-09,"['Abdullah Gül', 'Government (Africa)', 'Morocco', 'Military (Turkey)', 'Foreign Affairs (Russia)', 'National Anti-Corruption Commission (Thailand)', 'Alexis Tsipras', 'Security Service of Ukraine', 'Member of Legislative (Govt) (India)', 'Daniel Scioli']"
471,Japan,Host a visit,Barack Obama,2014-04-17,"['Bank (Iran)', 'Citizen (Brazil)', 'Angela Merkel', 'Barack Obama', 'Sheikh Hamad bin Isa al Khalifah', 'Israeli Defense Forces', 'Sudan', 'Ma Ying Jeou', 'Children (Israel)', 'Japan']"
472,Sudan,Express intent to cooperate,Ethiopia,2014-09-05,"['South Africa', 'Morgan Tsvangirai', 'Legislature (Italy)', 'Head of Government (South Korea)', 'Military Personnel (Afghanistan)', 'Viktor Orban', 'Sudan', 'Andrej Kiska', 'Court Judge (Kenya)', 'Government (Sudan)']"
473,France,Consult,China,2014-06-20,"['China', 'Iraq', 'Mikhail Margelov', 'Military (Lebanon)', 'Armed Rebel (Ukraine)', 'Philippines', 'France', 'Laos', 'Government (Syria)', 'Murtala Nyako']"
474,John Kerry,Make pessimistic comment,China,2014-05-13,"['China', 'Vietnam', 'Cambodia', 'John Kerry', 'Nasser Judeh', 'Xi Jinping', 'Constitutional Court (Albania)', 'People Associated with the Opposition (Ukraine)', 'Sadayuki Sakakibara', 'Iraq']"
475,Iran,Host a visit,Catherine Ashton,2014-03-22,"['Veterans (United States)', 'Greenpeace', 'Presidential Press Service (Nigeria)', 'Business (Bulgaria)', 'Activist (Syria)', 'International Court of Justice', 'Iran', 'Verkhovna Rada', 'Sudan', 'Mohammad Javad Zarif']"
476,Sergey Viktorovich Lavrov,Express intent to cooperate,Cabinet / Council of Ministers / Advisors (United States),2014-10-15,"['Head of Government (Qatar)', 'Defense / Security Ministry (Egypt)', 'Serbia', 'Police (Egypt)', 'Frank Bainimarama', 'Religion (India)', 'Cleric (Iraq)', 'Sergey Viktorovich Lavrov', 'Justice Department/Ministery (Libya)', 'International Monetary Fund']"
477,France,Consult,China,2014-05-05,"['China', 'Iraq', 'Mikhail Margelov', 'Military (Lebanon)', 'Armed Rebel (Ukraine)', 'Philippines', 'France', 'Laos', 'Government (Syria)', 'Murtala Nyako']"
478,Police (Ukraine),Express intent to cooperate,Protester (Ukraine),2014-01-24,"['Amnesty International', 'Islam Karimov', 'Military (North Korea)', 'Legislature (Czech Republic)', 'Isaias Afewerki', 'Datuk Seri Tengku Adnan Tengku Mansor', 'Robert Hughes', 'Police (Ukraine)', 'Yemi Osinbajo', 'Liyel Imoke']"
479,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-04-07,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
480,Cabinet / Council of Ministers / Advisors (United States),Engage in negotiation,Zhang Yesui,2014-01-22,"['Zhang Yesui', 'Vietnam', 'Abdullah Abdullah', 'Senate (South Sudan)', 'Government (Belgium)', 'Inspector General (Colombia)', 'Citizen (Germany)', 'Cabinet / Council of Ministers / Advisors (United States)', 'Labor Union (Ireland)', 'Mexico']"
481,Ma Ying Jeou,Consult,Xi Jinping,2014-10-31,"['Xi Jinping', 'Treasury/Finance Ministry (Bangladesh)', 'Indigenous People (Nigeria)', 'Naval Base (India)', 'Congress of South African Trade Unions', 'Military Personnel (Afghanistan)', 'Police (Burundi)', 'Business (Poland)', 'Ma Ying Jeou', 'Hamas']"
482,Philippines,Host a visit,Barack Obama,2014-05-02,"['Bank (Iran)', 'Citizen (Brazil)', 'Angela Merkel', 'Barack Obama', 'Sheikh Hamad bin Isa al Khalifah', 'Israeli Defense Forces', 'Sudan', 'Ma Ying Jeou', 'Philippines', 'Children (Israel)']"
483,Police (Kenya),"Arrest, detain, or charge with legal action",Men (Kenya),2014-05-26,"['Ministry (Venezuela)', 'Media (Zimbabwe)', 'Romania', 'Business (Cameroon)', 'Japan', 'Police (Kenya)', 'Citizen (Singapore)', 'Armed Forces of the Republic of Armenia', 'Head of Government (Colombia)', 'Children (Israel)']"
484,China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2014-07-02,"['South Korea', 'Associated Press', 'Ireland', 'Police (Mauritania)', 'John Baird', 'China', 'Other Authorities / Officials (Mexico)', 'Royal Administration (Jordan)', 'Government (United States)', 'Treasury/Finance Ministry (Thailand)']"
485,Josh Earnest,Make an appeal or request,China,2014-10-06,"['China', 'Canadian Armed Forces', 'Kevin Rudd', 'Gjorge Ivanov', 'Head of Government (Ukraine)', 'Ireland', 'National Council for Peace and Order of Thailand', 'Ram Gopal Yadav', 'Abhisit Vejjajiva', 'Josh Earnest']"
486,Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-03-20,"['Evangelos Venizelos', 'Royal Administration (Spain)', 'Macky Sall', 'Police (Egypt)', 'Yamfwa Mukanga', 'Carrie Lam', 'Laos', 'Foreign Affairs (Russia)', 'Lawyer/Attorney (Egypt)', 'Other Authorities / Officials (Egypt)']"
487,Iraq,Engage in diplomatic cooperation,Iran,2014-07-26,"['Iran', 'Legislature (Libya)', '""Uganda People\\\'s Defence Force""', 'Men (United States)', 'Eugene Wamalwa', 'Military Personnel (Bahrain)', 'Legislature (Argentina)', 'City Mayor (South Africa)', 'Iraq', 'Businessperson (Italy)']"
488,John Kerry,Make statement,China,2014-02-15,"['China', 'Citizen (Unidentified State Actor)', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'John Kerry', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler']"
489,Malaysia,Host a visit,Barack Obama,2014-04-27,"['Bank (Iran)', 'Citizen (Brazil)', 'Angela Merkel', 'Barack Obama', 'Malaysia', 'Sheikh Hamad bin Isa al Khalifah', 'Israeli Defense Forces', 'Sudan', 'Ma Ying Jeou', 'Children (Israel)']"
490,Citizen (India),Physically assault,Citizen (Brazil),2014-09-06,"['Company - Owner or Operator (Nigeria)', 'Justice Department/Ministery (Libya)', 'Hassan Joho', 'Other Authorities / Officials (Turkey)', 'Josh Earnest', 'Greenpeace', 'Rafael Correa', 'Citizen (Brazil)', 'Citizen (India)', 'Lawyer/Attorney (Philippines)']"
491,South Korea,Criticize or denounce,North Korea,2014-01-04,"['North Korea', 'Abdul Aziz', 'Governor (Kenya)', 'South Korea', 'Heydar Aliyev', 'Head of Government (Kosovo)', 'Special Rapporteurs of the United Nations', 'Jean-Yves Le Drian', 'Michael D. Higgins', 'South Sudan']"
492,Xi Jinping,Make a visit,South Korea,2014-07-28,"['South Korea', 'Myanmar', 'Foreign Affairs (Italy)', 'Independent Corrupt Practices Commission', 'Ministry (Tunisia)', 'Inter-Services Intelligence', 'Xi Jinping', 'Lawmaker (Russia)', 'Mary Robinson', 'Amnesty International']"
493,Militant (Nigeria),Use unconventional violence,Citizen (Nigeria),2014-02-24,"['Citizen (Nigeria)', 'Political Parties (Haiti)', 'Government (Pakistan)', 'Arseniy Yatsenyuk', 'Citizen (South Korea)', 'Herve Ladsous', 'Militant (Nigeria)', 'Men (Tajikistan)', 'Ministry (Tunisia)', 'Mohammad Javad Zarif']"
494,Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2014-10-22,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Police (South Africa)', 'Men (New Zealand)']"
495,Police (Australia),Use conventional military force,Citizen (Australia),2014-05-30,"['Secret Agent (Philippines)', 'Sergey Viktorovich Lavrov', 'Legislature (Czech Republic)', 'Legislature (Argentina)', 'Member of Parliament (Germany)', 'Police (Australia)', 'Jeff Seeney', '""Awami (People\\\'s) League""', 'Police (Philippines)', 'Legislature (Iraq)']"
496,Mohammad Javad Zarif,Make empathetic comment,Iran,2014-01-23,"['Iran', 'Interfax', 'Moro Islamic Liberation Front', 'Tajikistan', 'Vietnam', 'Mohammad Javad Zarif', 'Leopoldo Dominico Petilla', 'Government (Nigeria)', 'Michael Sata', 'John Kerry']"
497,Abdel Fattah Al-Sisi,Consult,Energy Department/Ministry (China),2014-12-08,"['Police (Bulgaria)', 'Kathleen Wynne', 'Military Personnel (Nigeria)', 'Abdel Fattah Al-Sisi', 'Municipal Court (Thailand)', 'National Unity Party (Somalia)', 'Togo', 'Ministry (Venezuela)', 'Eli Yishai', 'Media Personnel (Iran)']"
498,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),North Korea,2014-11-19,"['North Korea', 'High Ranking Military Personnel (United Kingdom)', 'Opposition Supporter (Pakistan)', 'South Korea', 'Military (Argentina)', 'International Court of Justice', 'Militant (International)', 'Al Jazeera', 'Iran', 'Xi Jinping']"
499,Valdis Dombrovskis,Make statement,Government (Latvia),2014-01-07,"['Information / Communication / Transparency Ministry (Jordan)', 'Citizen (Chechnya)', 'Legislature (Argentina)', 'Royal Administration (Spain)', 'Business (Bulgaria)', 'Hamdeen Sabahi', 'Valdis Dombrovskis', 'Government Official (United States)', 'Men (South Africa)', 'Robert Menendez']"
500,John Kerry,Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-12-16,"['Foreign Affairs (United States)', 'Antonis Samaras', 'Massoud Barzani', 'Treasury/Finance Ministry (Bangladesh)', 'Greenpeace', 'Citizen (Brazil)', 'Legislature (South Africa)', 'People Associated with the Opposition (Sri Lanka)', 'John Kerry', 'Alexander Lukashevich']"
501,Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-11-17,"['Evangelos Venizelos', 'Royal Administration (Spain)', 'Macky Sall', 'Police (Egypt)', 'Yamfwa Mukanga', 'Carrie Lam', 'Laos', 'Foreign Affairs (Russia)', 'Lawyer/Attorney (Egypt)', 'Other Authorities / Officials (Egypt)']"
502,Court Judge (India),Reject,Citizen (India),2014-05-03,"['Citizen (India)', 'Medical Personnel (Jordan)', 'Michael Sata', 'Court Judge (India)', 'Head of Government (Kosovo)', 'Iran', 'Combatant (Islamic State of Iraq and the Levant)', 'Special Rapporteurs of the United Nations', 'Gideon Gono', 'Amnesty International']"
503,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-03-04,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
504,South Korea,Sign formal agreement,North Korea,2014-10-05,"['North Korea', 'János Áder', 'Hezbollah', 'Didier Burkhalter', 'South Korea', 'Hassan Joho', 'Governor (Kenya)', 'Colombia', 'Lawmaker (Indonesia)', 'New Zealand']"
505,Citizen (Nigeria),Accuse,Government (Nigeria),2014-12-01,"['Congress of South African Trade Unions', 'Anabela Rodrigues', 'Carrie Lam', 'Government (Nigeria)', 'Citizen (Nigeria)', 'Daniel Scioli', 'Oman', 'Foreign Affairs (Hungary)', 'Ethiopia', 'Head of Government (India)']"
506,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-05-14,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
507,Citizen (Nigeria),Appeal for judicial cooperation,Member of the Judiciary (Nigeria),2014-04-08,"['""Citizen (Cote d\\\'Ivoire)""', 'Emmanuel Eweta Uduaghan', 'Bolivia', 'Member of the Judiciary (Nigeria)', 'Citizen (Sudan)', 'Citizen (Nigeria)', 'János Áder', 'Indigenous People (Malawi)', 'Boko Haram', 'Sikh (India)']"
508,Japan,Sign formal agreement,North Korea,2014-06-18,"['North Korea', 'János Áder', 'Hezbollah', 'Didier Burkhalter', 'Hassan Joho', 'Japan', 'Governor (Kenya)', 'Colombia', 'Lawmaker (Indonesia)', 'New Zealand']"
509,Head of Government (Pakistan),Consult,Xi Jinping,2014-11-08,"['Xi Jinping', 'Treasury/Finance Ministry (Bangladesh)', 'Indigenous People (Nigeria)', 'Head of Government (Pakistan)', 'Naval Base (India)', 'Congress of South African Trade Unions', 'Military Personnel (Afghanistan)', 'Police (Burundi)', 'Business (Poland)', 'Hamas']"
510,South Korea,Make an appeal or request,North Korea,2014-03-17,"['North Korea', 'European Central Bank', 'Newspaper (Japan)', 'Julie Bishop', 'South Korea', 'Government (France)', 'National Council for Peace and Order of Thailand', 'Uhuru Muigai Kenyatta', 'Web Site (Lithuania)', 'Royal Thai Police']"
511,Cabinet / Council of Ministers / Advisors (United States),Discuss by telephone,Sergey Viktorovich Lavrov,2014-04-22,"['Sergey Viktorovich Lavrov', 'Congo', 'Iraq', 'Media (India)', 'Military Personnel (Paraguay)', 'Citizen (Brazil)', 'Cabinet / Council of Ministers / Advisors (United States)', 'Government (Sweden)', 'Kisii', 'Gurbanguly Berdymukhammedov']"
512,China,Threaten,Japan,2014-10-08,"['Japan', 'Combatant (Syrian Kurds)', 'Tajikistan', 'Energy Department/Ministry (Iran)', 'Education Ministry (United Arab Emirates)', 'China', 'Victor Ponta', '""Citizen (Cote d\\\'Ivoire)""', 'Kidnapper (Indonesia)', 'Royal Administration (Jordan)']"
513,Citizen (Australia),Use unconventional violence,Police (Australia),2014-10-24,"['Election Commission (India)', 'Police (Australia)', 'Men (United Kingdom)', 'Food and Agriculture Organization', 'Citizen (Australia)', 'Student (Venezuela)', 'Party Member (Jordan)', 'Defense / Security Ministry (Nigeria)', 'Toomas Hendrik Ilves', 'Sadayuki Sakakibara']"
514,Cabinet / Council of Ministers / Advisors (United States),Discuss by telephone,Sergey Viktorovich Lavrov,2014-03-13,"['Sergey Viktorovich Lavrov', 'Congo', 'Iraq', 'Media (India)', 'Military Personnel (Paraguay)', 'Citizen (Brazil)', 'Cabinet / Council of Ministers / Advisors (United States)', 'Government (Sweden)', 'Kisii', 'Gurbanguly Berdymukhammedov']"
515,African Union,Consult,Detainee (South Sudan),2014-01-22,"['Military Personnel (Paraguay)', 'Ministry (France)', 'Poland', 'Cameroon', 'African Union', 'Population (Angola)', 'Amnesty International', 'Romania', 'Government (France)', 'Angola']"
516,Special Court (Pakistan),"Arrest, detain, or charge with legal action",Pervez Musharraf,2014-11-26,"['Protester (Paraguay)', 'John Kerry', 'Pervez Musharraf', 'Representatives (Slovakia)', 'Women (Mexico)', 'Nuri al-Maliki', 'Military Personnel - Special (Algeria)', 'Head of Government (Bulgaria)', 'Special Court (Pakistan)', 'S.P. Singh']"
517,Boris Johnson,Demand,Theresa May,2014-12-19,"['National Anti-Corruption Commission (Thailand)', 'Government (Georgia)', 'Men (Argentina)', 'Progressive Party (Nigeria)', 'Theresa May', 'Boris Johnson', 'Kenneth Roth', 'Government Official (Japan)', 'Kim Jong-Un', 'Head of Government (Ukraine)']"
518,Hamas,Make statement,"Islamic Militant (Palestinian Territory, Occupied)",2014-08-21,"['Municipal Court (Czech Republic)', 'Raúl Castro', 'Edgars Rinkevics', 'Military (Middle East)', 'Hamas', 'Main Opposition (Turkey)', 'News Editor (Niger)', 'Head of Government (Kosovo)', 'Foreign Affairs (Belarus)', 'Military Personnel - Special (Afghanistan)']"
519,Japan,"Arrest, detain, or charge with legal action",Men (Japan),2014-03-13,"['Afghanistan', 'Treasury/Finance Ministry (Thailand)', 'UN Security Council', 'Military Academy (North Korea)', 'Japan', 'Ministry (Brazil)', 'Togo', 'Militant (Colombia)', 'Børge Brende', 'Sudan']"
