,e1,relation,e2,date,predictions
2368,Burundi,Host a visit,Mary Robinson,2014-02-18,"['Legislature (Czech Republic)', 'Scientist (China)', 'Hamas', 'Togo', 'Iran', 'Bandar bin Sultan', 'Progressive Party (Nigeria)', 'Military (South Sudan)', 'Media Personnel (Somalia)', 'Thaksin Shinawatra']"
2369,Government (Nigeria),Accuse,Citizen (Nigeria),2014-10-13,"['Citizen (Nigeria)', 'Morgan Tsvangirai', 'Education (United States)', 'Criminal (Pokot)', 'Ministry (Madagascar)', 'Cabinet / Council of Ministers / Advisors (United States)', 'Government (Nigeria)', 'Ryoo Kihl-jae', 'Special Rapporteurs of the United Nations', 'Foreign Affairs (Namibia)']"
2370,Manish Sisodia,Make an appeal or request,Election Commission (India),2014-05-07,"['Election Commission (India)', 'Sergey Viktorovich Lavrov', 'Business (Bulgaria)', 'Secret Agent (Philippines)', 'Lawmaker (Indonesia)', 'Intelligence (United States)', 'Michael Sata', 'Head of Government (Poland)', 'Government (Sudan)', 'Congress of South African Trade Unions']"
2371,Paul Kagame,Make statement,UN Security Council,2014-09-25,"['UN Security Council', 'People Associated with the Opposition (Bahrain)', 'Member of Parliament (India)', 'Laos', 'Citizen (Brazil)', 'Citizen (Greece)', 'Businessperson (Mauritania)', 'Combatant (Iraqi Kurds)', 'Interfax', 'Malawi']"
2372,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-05-07,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
2373,Jens Stoltenberg,Express intent to meet or negotiate,Government (Poland),2014-10-06,"['Treasury/Finance Ministry (Bangladesh)', 'Evangelos Venizelos', 'Medical Personnel (Jordan)', 'Citizen (Thailand)', 'Randolph Frederich Rodrigues Alves', 'John Odigie-Oyegun', 'Alexander Lukashevich', 'Other Authorities / Officials (Russia)', 'The Hague', 'Women (Angola)']"
2374,Police (Egypt),Make statement,Criminal (Egypt),2014-08-16,"['Armenia', 'Kuwait', 'Eugene Wamalwa', '""Uganda People\'s Defence Force""', 'Governor (Chile)', 'Employee (India)', 'Daniela Bobeva', 'Medical Personnel (Jordan)', 'Armed Rebel (Syria)', 'Ministry (Croatia)']"
2375,Lawyer/Attorney (Australia),Make an appeal or request,Citizen (Australia),2014-03-11,"['Citizen (Australia)', '""Citizen (Cote d\'Ivoire)""', 'Men (Argentina)', 'Opposition Supporter (Pakistan)', 'Other Authorities / Officials (Romania)', 'Head of Government (South Korea)', 'Military Personnel (Kenya)', 'Head of Government (Afghanistan)', 'Men (United States)', 'Opposition Supporter (India)']"
2376,Civil Guard,"Arrest, detain, or charge with legal action",Women (Spain),2014-11-13,"['Presidential Press Service (Nigeria)', 'National Anti-Corruption Commission (Thailand)', 'Business (Russia)', 'Chaudhry Nisar Ali Khan', 'Civil Guard', 'Head of Government (Poland)', 'Viktor Orban', 'Citizen (Cape Verde)', 'Jakaya Mrisho Kikwete', 'Catherine Ashton']"
2377,Vesna Pusić,Consult,North Atlantic Treaty Organization,2014-12-01,"['North Atlantic Treaty Organization', 'Inter-Services Intelligence', 'Special Rapporteurs of the United Nations', 'Representatives (Slovakia)', 'Festus Keyamo', 'High Ranking Military Personnel (Namibia)', 'Akja Nuberdiyeva', 'Newspaper (Japan)', 'Tahirul Qadri', 'Militant (International)']"
2378,Sergey Kuzhugetovich Shoygu,Make a visit,Tajikistan,2014-03-31,"['Tajikistan', 'Medical Personnel (Jordan)', 'Guatemala', 'Congress of South African Trade Unions', 'Inter-Services Intelligence', 'Citizen (Sudan)', 'Evangelos Venizelos', 'Reuven Rivlin', 'Military (Niger)', 'Foreign Affairs (Venezuela)']"
2379,Armed Gang (Egypt),Carry out suicide bombing,Police (Egypt),2014-05-05,"['Colombia', 'Member of Parliament (Germany)', 'Constitutional Court (Slovakia)', 'Gurbanguly Berdymukhammedov', 'Philippines', 'Businessperson (United Kingdom)', 'Citizen (Brazil)', 'International Monetary Fund', 'Asang Laol', 'Government (Sweden)']"
2380,Victor Ponta,Make a visit,China,2014-08-31,"['China', 'Defense / Security Ministry (Nigeria)', 'Rights Activist (China)', 'Mikhail Margelov', 'Muhammadu Buhari', 'Iraq', 'Association of Southeast Asian Nations', 'Kidnapper (Argentina)', 'Philip Hammond', 'Emmanuel Eweta Uduaghan']"
2381,Citizen (Australia),Use unconventional violence,Criminal (Australia),2014-02-18,"['Criminal (Australia)', 'Carrie Lam', 'Special Rapporteurs of the United Nations', 'Other Authorities / Officials (Nigeria)', 'Jyrki Katainen', 'Government (Sudan)', 'Tamar Beruchashvili', 'Citizen (Germany)', 'Professor (Iran)', 'Police (Belgium)']"
2382,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-06-02,"['Citizen (Nigeria)', 'Boko Haram', 'Labor Union (Nigeria)', 'Citizen (Botswana)', 'Lawyer/Attorney (Argentina)', 'Clergy (Nigeria)', 'Shura Council', 'Military Personnel (Afghanistan)', 'Gurbanguly Berdymukhammedov', 'Head of Government (India)']"
2383,Mohammad Javad Zarif,Make statement,Iran,2014-04-15,"['Iran', 'Head of Government (South Korea)', 'Government Official (Japan)', 'Court Judge (Kenya)', 'Citizen (South Korea)', 'Media (Saudi Arabia)', 'Nasser Judeh', 'Paul Kagame', 'Ashraf Ghani Ahmadzai', 'Head of Government (China)']"
2384,Ashraf Ghani Ahmadzai,Sign formal agreement,China,2014-11-01,"['China', 'Abdul Aziz', 'Hezbollah', 'Mikhail Margelov', 'Citizen (Namibia)', 'Combatant (Syrian Kurds)', 'Foreign Affairs (Israel)', 'Foreign Affairs (Macedonia)', 'City Mayor (South Africa)', 'Iraq']"
2385,María Ángela Holguín,Make a visit,Kuwait,2014-11-12,"['Tajikistan', '""Uganda People\'s Defence Force""', 'Kuwait', 'Al-Shabaab', 'Party Member (Taiwan)', 'Congress of South African Trade Unions', 'Dmitry Anatolyevich Medvedev', 'Military Personnel (Kenya)', 'Togo', 'Fumio Kishida']"
2386,Senate (Italy),Praise or endorse,Military (Lebanon),2014-09-02,"['Military (Lebanon)', 'Prayuth Chan-ocha', 'Senate (South Sudan)', 'Military Personnel (Afghanistan)', 'Joseph Kabila', 'Sadayuki Sakakibara', 'Bank (Venezuela)', 'Muhammadu Buhari', 'Mauritania', 'Citizen (Malaysia)']"
2387,Ibrahim Hassan Dankwambo,Make statement,National Economic Council (Nigeria),2014-06-25,"['""Awami (People\'s) League""', 'Rioter (Myanmar)', 'Businessperson (Italy)', 'Associated Press', 'Chief Court Judge (Angola)', 'Legislature (Russia)', 'Japan Self-Defense Forces', 'Anandiben Patel', 'Business (Iran)', 'Dmitry Anatolyevich Medvedev']"
2388,Head of Government (Ukraine),Express intent to cooperate,John Kerry,2014-12-05,"['John Kerry', 'Armed Rebel (Ukraine)', 'Cabinet / Council of Ministers / Advisors (United States)', 'Bank (Iran)', 'Government (Sweden)', 'Michael Sata', 'Didier Burkhalter', 'Malaysia', 'Media Personnel (Iran)', 'Kazakhstan']"
2389,Border Security Force,"Arrest, detain, or charge with legal action",Fishermen (India),2014-11-30,"['Police (Benin)', '""Awami (People\'s) League""', 'Men (United Kingdom)', 'Hezbollah', 'Businessperson (United Kingdom)', 'Colombia', 'Uhuru', 'Leopoldo Dominico Petilla', 'Education Ministry (United Arab Emirates)', 'Employee (Jordan)']"
2390,Governor (Kenya),Make statement,William Ruto,2014-03-31,"['Head of Government (Egypt)', 'Agence France-Presse', 'Citizen (Zambia)', 'Businessperson (Czech Republic)', 'Media (Qatar)', 'Police (Belgium)', 'Thailand', 'Indigenous People (Greece)', 'Daniel Mitov', 'Other Authorities / Officials (Nigeria)']"
2391,Villager (India),Demand,Citizen (India),2014-07-11,"['Citizen (India)', 'Media Personnel (France)', 'Combatant (Yemen)', 'Abdelilah Benkirane', 'Businessperson (United States)', 'Head of Government (Brazil)', 'Iran', 'Legislature (Czech Republic)', 'Combatant (Iraqi Kurds)', 'Citizen (Thailand)']"
2392,Tomislav Nikolić,Make statement,Serbia,2014-06-12,"['City Mayor (Philippines)', 'Serbia', 'Armed Forces of the Republic of Armenia', 'Population (Angola)', 'People Associated with the Opposition (Ukraine)', 'Military (El Salvador)', 'Julie Bishop', 'Augustine Alegeh', 'Information / Communication / Transparency Ministry (Jordan)', 'Mohamed Ould Abdel Aziz']"
2393,Iraq,Make statement,Iran,2014-06-18,"['Iran', 'Head of Government (South Korea)', 'Government Official (Japan)', 'Court Judge (Kenya)', 'Citizen (South Korea)', 'Media (Saudi Arabia)', 'Nasser Judeh', 'Paul Kagame', 'Ashraf Ghani Ahmadzai', 'Head of Government (China)']"
2394,Governor (Kenya),Consult,Media (Africa),2014-10-01,"['Media (Africa)', 'Agence France-Presse', 'Member of the Judiciary (Bangladesh)', 'Edgars Rinkevics', 'Mbhazima Samuel Shilowa', 'Iran', 'Interfax', 'Massoud Barzani', 'Court Judge (Iraq)', 'Vietnam']"
2395,Foreign Affairs (Yemen),Make statement,International Government Organizations,2014-04-27,"['Pope Francis', 'Military Personnel (Nigeria)', 'Employee (India)', 'Local Media (Ukraine)', 'OMV', 'Abdul Aziz', 'Army Personnel (Egypt)', 'Police (Sudan)', 'Citizen (Turkey)', 'Mary Robinson']"
2396,Governor (India),Provide economic aid,Head of Government (India),2014-10-08,"['Military Personnel (Afghanistan)', 'Party Member (Iraq)', 'Kyoto University', 'Head of Government (Ukraine)', 'Citizen (Namibia)', 'Chief of Staff (Tunisia)', 'Head of Government (India)', 'Women (Mexico)', 'John Momis', 'Middle East']"
2397,Citizen (Thailand),Make an appeal or request,UN Security Council,2014-03-13,"['UN Security Council', '""Citizen (Cote d\'Ivoire)""', 'Education Ministry (United Arab Emirates)', 'Military Academy (North Korea)', 'Nuri al-Maliki', 'People Associated with the Opposition (Ukraine)', 'Cristina Fernández de Kirchner', 'Representatives (Slovakia)', 'Indigenous People (Kenya)', 'Lawyer/Attorney (Turkey)']"
2398,Joseph Robinette Biden,Express intent to meet or negotiate,Romania,2014-05-20,"['Justice and Development Party', 'Main Opposition (Greece)', 'Ministry (South Africa)', 'Treasury/Finance Ministry (Thailand)', 'Media (China)', 'Military Personnel - Special (Mexico)', 'Victor Ponta', 'Edgars Rinkevics', 'Cabinet / Council of Ministers / Advisors (United States)', 'Special Rapporteurs of the United Nations']"
2399,Civil Aviation Authority,Make statement,Malaysia,2014-03-08,"['Malaysia', 'Mevlut Cavusoglu', 'Police (Ethiopia)', 'Member of Parliament (Germany)', 'Military Personnel (Mali)', 'Citizen (South Korea)', 'Media Personnel (Iran)', 'Men (Argentina)', 'Somsavat Lengsava', 'Djoomart Otorbaev']"
2400,Activist (Syria),Make statement,Armed Rebel (Syria),2014-05-26,"['Armed Rebel (Syria)', 'Colombia', 'Emrullah Isler', 'Newspaper (Japan)', 'Tourist (South Korea)', 'Head of Government (Poland)', 'Military Personnel (Paraguay)', 'Other Authorities / Officials (Egypt)', 'Police (Egypt)', 'Mevlut Cavusoglu']"
2401,Militia (Iraq),Use unconventional violence,Militant (Iraq),2014-12-28,"['Tanzania', 'William Ruto', 'Organized Crime (Holy See (Vatican City State))', 'Abu Sayyaf', 'Guatemala', 'The Standard', 'Citizen (Turkey)', 'Benjamin Netanyahu', 'Men (Pakistan)', 'Progressive Party (Nigeria)']"
2402,Citizen (Indonesia),Express intent to meet or negotiate,Legislature (Indonesia),2014-10-15,"['Military Personnel (Kenya)', 'Other Authorities / Officials (Zimbabwe)', 'Detainee (Rwanda)', 'Head of Government (China)', 'Lawyer/Attorney (Australia)', 'Kazakhstan', 'Women (Israel)', 'Prabowo Subianto', 'Court Judge (Iraq)', 'Cleric (Iraq)']"
2403,Julie Bishop,Engage in negotiation,John Kerry,2014-08-11,"['John Kerry', 'Military Personnel (Afghanistan)', 'National Council for Peace and Order of Thailand', 'Lawyer/Attorney (Argentina)', 'Representatives (Slovakia)', 'Ministry (Afghanistan)', 'Ministry (France)', 'Government Official (Japan)', '""Uganda People\'s Defence Force""', 'Ryoo Kihl-jae']"
2404,Citizen (Tanzania),Consult,Jakaya Mrisho Kikwete,2014-09-02,"['Jakaya Mrisho Kikwete', 'European Central Bank', 'Head of Government (Ukraine)', 'Foreign Affairs (Italy)', 'Ministry (Russia)', 'Legislature (Argentina)', 'Ministry (France)', 'Nationalist Movement Party', 'Trade Union Congress', 'Cabinet / Council of Ministers / Advisors (United States)']"
2405,Iran,Host a visit,Organisation of Islamic Cooperation,2014-03-02,"['Toomas Hendrik Ilves', 'Shahin Mustafayev', 'Foreign Affairs (Russia)', 'Abdul Aziz', 'Greenpeace', 'Presidential Press Service (Nigeria)', 'Uhuru', 'Government (Nigeria)', 'Information / Communication / Transparency Ministry (Jordan)', 'UN Security Council']"
2406,Sergey Viktorovich Lavrov,Make an appeal or request,Council of Europe,2014-01-25,"['Citizen (Czech Republic)', 'United Arab Emirates', 'Sheikh Hamad bin Isa al Khalifah', 'Justice and Development Party', 'Fotis Kouvelis', 'Citizen (Yemen)', 'Ministry (Venezuela)', 'People Associated with the Opposition (Ukraine)', 'Party Member (Afghanistan)', 'Guy Scott']"
2407,Member of the Judiciary (Georgia),Make statement,Bachana Akhalaia,2014-10-23,"['New Zealand', 'All India Sikh Students Federation', 'Business (Canada)', 'Legislature (Russia)', 'Djibouti', 'High Commission for Refugees', 'Yulia Tymoshenko', 'Michael Sata', 'Media (Africa)', '""Charge D\'affaires (United States)""']"
2408,Police (South Korea),Investigate,South Korea,2014-05-06,"['South Korea', 'Malaysia', 'North Korea', 'Guy Ryder', 'Ministry (Liberia)', 'Djoomart Otorbaev', 'Citizen (South Korea)', 'Military (El Salvador)', 'Interfax', 'Police (South Korea)']"
2409,Member of the Judiciary (Bangladesh),Make an appeal or request,Citizen (Bangladesh),2014-11-14,"['Villager (India)', 'Philip Hammond', 'Ng Eng Hen', 'Police (South Africa)', 'Military Personnel (Kenya)', 'National Anti-Corruption Commission (Thailand)', 'Mahinda Rajapaksa', 'Men (Vanuatu)', 'Governor (Papua New Guinea)', 'Ion Iliescu']"
2410,Armenia,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2014-10-20,"['Augustine Alegeh', 'Iran', 'Criminal (Brazil)', 'John Kerry', 'Abdel Fattah Al-Sisi', 'Thailand', 'Head of Government (Germany)', 'Mohammad Javad Zarif', 'Tamar Beruchashvili', 'Mary Robinson']"
2411,Governor (Thailand),Make optimistic comment,Thailand,2014-09-12,"['Boko Haram', 'Abdul Aziz', 'Serbia', '""Uganda People\'s Defence Force""', 'Thailand', 'Congress of South African Trade Unions', 'Vietnam', 'Military Personnel - Special (Mexico)', 'United Arab Emirates', 'Mahinda Rajapaksa']"
2412,Government (Nigeria),Investigate,Defense / Security Ministry (Nigeria),2014-05-23,"['Media Personnel (Australia)', 'Defense / Security Ministry (Nigeria)', 'National Anti-Corruption Commission (Thailand)', 'Treasury/Finance Ministry (Thailand)', 'Shrien Dewani', 'Police (Libya)', 'Iran', 'Ma Ying Jeou', 'Sadayuki Sakakibara', 'Ministry (Indian Administered Kashmir)']"
2413,Mauritania,Praise or endorse,Head of Government (Mauritania),2014-06-21,"['The Standard', 'Refugee (Chad)', 'Ministry (Tanzania)', '""Militant (Kurdistan Workers\' Party)""', 'Associated Press', 'Arsen Avakov', 'Education Ministry (United Arab Emirates)', 'Massoud Barzani', 'Slovenia', 'Ministry (Liberia)']"
2414,Police (Namibia),"Arrest, detain, or charge with legal action",Men (Namibia),2014-12-17,"['Thief (Turkey)', 'Police (Namibia)', 'Lawmaker (Russia)', 'Labor Party (United Kingdom)', 'Lawyer/Attorney (Kenya)', 'National Anti-Corruption Commission (Thailand)', 'Oommen Chandy', 'Foreign Affairs (Italy)', 'Ministry (Venezuela)', '""Republican People\'s Party""']"
2415,Head of Government (Pakistan),Make an appeal or request,Businessperson (Turkey),2014-02-14,"['Businessperson (Tunisia)', 'Citizen (Tonga)', 'Armenia', 'Thief (Philippines)', 'Government (United States)', 'Emrullah Isler', 'Head of Government (Latvia)', 'Poland', 'Member of the Judiciary (United States)', 'Police (Hong Kong)']"
2416,Fumio Kishida,Criticize or denounce,Xi Jinping,2014-04-02,"['Defense / Security Ministry (Nigeria)', 'Federica Mogherini', 'Military Personnel - Special (Mexico)', 'Arab Israelis', 'National Anti-Corruption Commission (Thailand)', 'Mbhazima Samuel Shilowa', 'Xi Jinping', 'Arseniy Yatsenyuk', 'Leymah Roberta Gbowee', 'Citizen (Venezuela)']"
2417,Citizen (Thailand),Accuse,Citizen (Australia),2014-08-12,"['Robert Hughes', 'Armed Rebel (Turkish Kurds)', 'Citizen (United Kingdom)', 'Xi Jinping', 'Secret Agent (Philippines)', 'Police (Hong Kong)', 'Military (Argentina)', 'Bangladesh Nationalist Party', 'Media (India)', 'Government (Sudan)']"
2418,Sabah Khaled Al-Hamad Al-Sabah,Consult,Foreign Affairs (Kuwait),2014-03-25,"['Head of Government (Ukraine)', 'Professor (Iran)', 'Foreign Affairs (Macedonia)', 'Daniel Scioli', 'Media (Africa)', 'Andrej Kiska', 'France', 'Dmitry Anatolyevich Medvedev', 'Datuk Seri Tengku Adnan Tengku Mansor', 'Education (United States)']"
2419,Ministry (Egypt),Make statement,Police (Egypt),2014-11-26,"['Citizen (Tanzania)', 'Legislature (Czech Republic)', 'Canada', 'Bahrain', 'Tajikistan', 'Ng Eng Hen', 'Israeli Defense Forces', 'Government (Namibia)', 'Environment Department/Ministry (Jordan)', 'Portugal']"
2420,Member of Parliament (Iran),Make statement,Iran,2014-10-27,"['Iran', 'Head of Government (South Korea)', 'Government Official (Japan)', 'Court Judge (Kenya)', 'Citizen (South Korea)', 'Media (Saudi Arabia)', 'Nasser Judeh', 'Paul Kagame', 'Ashraf Ghani Ahmadzai', 'Head of Government (China)']"
2421,Rafael Ramírez,Consult,Dmitry Olegovich Rogozin,2014-12-15,"['Dmitry Olegovich Rogozin', 'Malaysia', 'Military (Ghana)', 'Abdul Aziz', 'Malawi Electoral Commission', 'Media (Qatar)', 'North Atlantic Treaty Organization', 'Media (Africa)', 'Sylvia Masebo', 'Head of Government (Qatar)']"
2422,Victor Ponta,Make an appeal or request,Ministry (Romania),2014-05-28,"['Defense / Security Ministry (Yemen)', 'Bhaskar Reddy', 'Business (Canada)', 'Foreign Affairs (Israel)', 'China', 'Criminal (Cambodia)', 'Other Authorities / Officials (Libya)', 'Benazir Bhutto', 'Head of Government (India)', 'Military (France)']"
2423,Police (Philippines),Accuse,Criminal (Philippines),2014-10-31,"['Nikos Christodoulides', 'Iraq', 'Pierre Laurent', 'Chris Murphy', 'Joseph Robinette Biden', 'Kim Jong-Un', 'Media (Pakistan)', 'Mevlut Cavusoglu', 'Victoria Nuland', 'Militant (Taliban)']"
2424,Police (Ukraine),Make an appeal or request,Women (Ukraine),2014-02-19,"['Newspaper (Japan)', 'Conservative Party (United Kingdom)', 'Government (South Africa)', 'Hun Sen', 'Nuri al-Maliki', 'North Atlantic Treaty Organization', 'William Kabogo', 'Defense / Security Ministry (Nigeria)', 'Businessperson (Italy)', 'Foreign Affairs (United States)']"
