,e1,relation,e2,date,predictions
2548,South Korea,Express intent to meet or negotiate,Japan,2014-02-25,"['Armed Rebel (Syria)', 'Japan', 'Special Rapporteurs of the United Nations', 'Military (Lebanon)', 'Congress (United States)', 'Liyel Imoke', 'Frank Mba', 'Abdul Aziz', 'Head of Government (Brazil)', 'Scientist (China)']"
2549,France,Consult,Poland,2014-02-24,"['Poland', 'Oluṣẹgun Ọbasanjọ', 'People Associated with the Opposition (Bahrain)', 'Treasury/Finance Ministry (Czech Republic)', 'Head of Government (Egypt)', 'Police (Sudan)', 'Head of Government (Gambia)', 'Inter-Services Intelligence', 'Nuri al-Maliki', 'Uhuru Muigai Kenyatta']"
2550,Giorgio Napolitano,Express intent to engage in diplomatic cooperation (such as policy support),Giuseppe Morabito,2014-01-30,"['Military Personnel (South Korea)', 'Kuwait', 'Main Opposition (Turkey)', 'Labor Union (New Zealand)', 'Abdelilah Benkirane', 'Muslim (Afghanistan)', 'Miguel Macedo', 'Military Personnel (Canada)', 'Insurgent (Fula people)', 'Head of Government (Ethiopia)']"
2551,Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-09-13,"['Citizen (India)', 'Rights Activist (China)', 'Government (Argentina)', 'Government (United States)', 'Raúl Castro', 'Government (Nigeria)', 'Expatriate (Algeria)', 'Business (Bulgaria)', 'Legislature (Argentina)', 'Citizen (Sudan)']"
2552,Terrorist (Boko Haram),Use unconventional violence,Citizen (Nigeria),2014-01-09,"['Citizen (Nigeria)', 'Political Parties (Haiti)', 'Government (Pakistan)', 'Arseniy Yatsenyuk', 'Citizen (South Korea)', 'Herve Ladsous', 'Men (Tajikistan)', 'Ministry (Tunisia)', 'Mohammad Javad Zarif', 'Media (Kenya)']"
2553,Hazrat Hossayn Mashreqiwal,Make statement,North Atlantic Treaty Organization,2014-11-13,"['Peter Nyombi', 'Police (Burundi)', 'Grand National Party', 'Head of Government (Kenya)', 'Military (Middle East)', 'Ministry (Venezuela)', 'North Atlantic Treaty Organization', 'Cabinet / Council of Ministers / Advisors (United States)', 'Indigenous People (Syria)', 'Angola']"
2554,Citizen (Nigeria),Make an appeal or request,Other Authorities / Officials (Nigeria),2014-11-10,"['Protester (Kyrgyzstan)', 'Other Authorities / Officials (Nigeria)', 'Doctors Without Borders', 'Guatemala', 'Hezbollah', 'Presidential Candidate (Afghanistan)', 'Gambia', 'Reserve Personnel (Ukraine)', 'Staffan de Mistura', 'Governor (Democratic Republic of Congo)']"
2555,Lawyer/Attorney (United Kingdom),Acknowledge or claim responsibility,Citizen (United Kingdom),2014-07-12,"['Other Authorities / Officials (Egypt)', 'Citizen (United Kingdom)', 'All India Sikh Students Federation', 'Business (Poland)', 'International Monetary Fund', 'Interfax', 'Armed Gang (United States)', 'Japan', 'Democratic Party (Nigeria)', 'Frank Bainimarama']"
2556,Xi Jinping,Express intent to cooperate,Mahinda Rajapaksa,2014-09-17,"['Foreign Affairs (Ukraine)', 'Cleric (Iraq)', 'Morgan Tsvangirai', 'Treasury/Finance Ministry (Thailand)', 'Defense / Security Ministry (Italy)', 'Representatives (Slovakia)', 'Media (Qatar)', 'Scientist (China)', 'Ivan Gasparovic', 'Government (Georgia)']"
2557,Detainee (South Sudan),Mediate,Ethiopia,2014-02-15,"['Togo', 'Lawyer/Attorney (Argentina)', 'UN Security Council', 'France', 'Armenia', 'Ma Ying Jeou', 'Employee (Malaysia)', 'Royal Administration (Jordan)', 'Ministry (Liberia)', 'Education (Costa Rica)']"
2558,France,Host a visit,Youssef Boutros Ghali,2014-04-16,"['Gamini Peiris', 'Military (Argentina)', 'Ministry (Tunisia)', 'Bank (Iran)', 'Morgan Tsvangirai', 'Xi Jinping', 'Head of Government (Gambia)', 'Abhisit Vejjajiva', 'People Associated with the Opposition (Bahrain)', 'Nuri al-Maliki']"
2559,Edgars Rinkevics,Consult,Foreign Affairs (Belarus),2014-02-28,"['Foreign Affairs (Belarus)', 'Armenia', 'Sergey Kuzhugetovich Shoygu', 'Ministry (Afghanistan)', 'Macky Sall', 'Nasser Judeh', 'Legislature (Argentina)', 'Police (South Africa)', 'Intelligence Chief (Sudan)', 'Kyoto University']"
2560,Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-07-08,"['South Africa', 'Nikos Christodoulides', 'Protester (Ukraine)', 'Government (Argentina)', 'Cleric (Iraq)', 'Labor Union (Nigeria)', 'Public Prosecutor (Greece)', 'Tajikistan', 'Yannis Stournaras', 'Shura Council']"
2561,UN Security Council,Make empathetic comment,Education (Pakistan),2014-12-17,"['Head of Government (Ukraine)', 'Gjorge Ivanov', 'Combatant (Syrian Kurds)', '""Citizen (Cote d\\\'Ivoire)""', '""Uganda People\\\'s Defence Force""', 'Nabih Berri', 'Legislature (Argentina)', 'Smriti Irani', 'Abhisit Vejjajiva', 'Jacob J. Lew']"
2562,Other Authorities / Officials (Egypt),Make statement,Police (Egypt),2014-10-27,"['Citizen (Tanzania)', 'Legislature (Czech Republic)', 'Canada', 'Bahrain', 'Tajikistan', 'Ng Eng Hen', 'Israeli Defense Forces', 'Government (Namibia)', 'Environment Department/Ministry (Jordan)', 'Portugal']"
2563,Tajikistan,"Arrest, detain, or charge with legal action",Men (Tajikistan),2014-05-13,"['Mohammad Ali Najafi', 'Other Authorities / Officials (Romania)', 'Police (Burundi)', '""Citizen (Cote d\\\'Ivoire)""', 'Royal Thai Police', 'Police (Egypt)', 'International Monetary Fund', 'Men (Tajikistan)', 'Evangelos Venizelos', 'Head of Government (Qatar)']"
2564,Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-05-17,"['Citizen (Nigeria)', 'Frank Mba', 'Food and Agriculture Organization', 'People Associated with the Opposition (Bahrain)', 'Association of Southeast Asian Nations', 'Moro Islamic Liberation Front', 'Media Personnel (Maldives)', 'Murtala Nyako', 'Ma Ying Jeou', 'Ryoo Kihl-jae']"
2565,Mladen Bajić,"Arrest, detain, or charge with legal action",Citizen (Croatia),2014-02-05,"['Citizen (Indonesia)', 'North Atlantic Treaty Organization', 'Children (Zimbabwe)', 'Inter-Services Intelligence', 'Citizen (Zambia)', 'Chief of Staff (Tunisia)', 'Environment Department/Ministry (Malaysia)', 'Office of the United Nations High Commissioner for Human Rights', 'Congress (United States)', 'Agence France-Presse']"
2566,Other Authorities / Officials (China),Consult,Japan,2014-06-27,"['Japan', 'Mbhazima Samuel Shilowa', 'National Council for Peace and Order of Thailand', 'Election Commission (India)', 'Head of Government (Poland)', 'Member of the Judiciary (Turkey)', 'Slovenia', 'Niger', 'Military (Middle East)', 'Arthit Ourairat']"
2567,Xi Jinping,Engage in negotiation,Fiji,2014-11-22,"['Fiji', 'People Associated with the Opposition (Argentina)', 'Sadayuki Sakakibara', 'Nuri al-Maliki', 'Sergey Kuzhugetovich Shoygu', 'National Council for Peace and Order of Thailand', 'Defense / Security Ministry (United States)', 'Augustine Alegeh', 'International Court of Justice', 'International Monetary Fund']"
2568,Abdullah Abdullah,Reduce or break diplomatic relations,Election Commission (Afghanistan),2014-06-27,"['Election Commission (Afghanistan)', 'Alexander Stubb', 'Citizen (Zambia)', 'Campbell Newman', 'Party Member (Afghanistan)', 'Military (Thailand)', 'François Hollande', 'Amnesty International', 'Environment Department/Ministry (United States)', 'Activist (Syria)']"
2569,Anupong Paochinda,Demand,Thailand,2014-11-24,"['Michael D. Higgins', 'Thailand', 'Military Personnel (Bahrain)', '""Citizen (Cote d\\\'Ivoire)""', 'Citizen (Bulgaria)', 'Ryoo Kihl-jae', 'Businessperson (Italy)', 'South Sudan', 'Military (Russia)', 'Other Authorities / Officials (Russia)']"
2570,Court Judge (Portugal),Demand,Portugal,2014-11-26,"['Inter-Services Intelligence', 'Portugal', 'Royal Administration (Jordan)', 'Party Member (Taiwan)', 'Student (Venezuela)', 'Pavlo Klimkin', 'Constitutional Court (Romania)', 'Andrius Krivas', 'Men (Argentina)', 'Governor (Kenya)']"
2571,Terrorist (Boko Haram),Use unconventional violence,Citizen (Nigeria),2014-04-30,"['Citizen (Nigeria)', 'Political Parties (Haiti)', 'Government (Pakistan)', 'Arseniy Yatsenyuk', 'Citizen (South Korea)', 'Herve Ladsous', 'Men (Tajikistan)', 'Ministry (Tunisia)', 'Mohammad Javad Zarif', 'Media (Kenya)']"
2572,Police (Australia),Sexually assault,Citizen (Australia),2014-11-26,"['Citizen (Australia)', 'Local Media (Brazil)', 'Fumio Kishida', 'High Commission (United Kingdom)', 'Lawmaker (Indonesia)', 'Abdelilah Benkirane', 'Citizen (Venezuela)', 'Military (Jordan)', 'High Commission for Refugees', 'Gambia']"
2573,Head of Government (India),Make an appeal or request,Citizen (India),2014-03-28,"['Citizen (India)', 'Religion (India)', 'Cabinet / Council of Ministers / Advisors (Senegal)', 'Tajikistan', 'Police (Burundi)', 'Pavlo Klimkin', 'Associated Press', 'Hamas', 'Head of Government (Egypt)', 'Business (Bulgaria)']"
2574,Mohammad Javad Zarif,Make an appeal or request,Wendy Sherman,2014-02-05,"['Majid Takht Ravanchi', 'Barnaba Marial Benjamin', 'Royal Administration (Saudi Arabia)', '""Uganda People\\\'s Defence Force""', 'New Zealand', 'Hun Sen', 'Milos Zeman', 'Constitutional Court (Romania)', 'William ole Ntimama', 'Shahin Mustafayev']"
2575,Japan,Make a visit,North Korea,2014-10-30,"['North Korea', 'Criminal (Guatemala)', 'Milos Zeman', 'Interfax', 'Citizen (Kenya)', 'Viktor Orban', 'Ryoo Kihl-jae', 'Arab Israelis', 'Democratic Party (Nigeria)', 'Ministry (Liberia)']"
2576,Jean-Yves Le Drian,Make statement,Military (France),2014-03-14,"['Justice Department/Ministery (India)', 'Royal Administration (Spain)', 'Vitali Klitschko', 'Detainee (Lebanon)', 'Foreign Affairs (Belarus)', 'Cristina Fernández de Kirchner', 'Barack Obama', 'National Council for Peace and Order of Thailand', 'Gideon Gono', 'Shura Council']"
2577,Lawyer/Attorney (Australia),Make statement,Professor (Australia),2014-05-22,"['""Awami (People\\\'s) League""', 'Bank (Iran)', 'Media (China)', 'Alexander Stubb', 'Staffan de Mistura', 'Hemant Soren', 'Kathleen Wynne', 'Citizen (Bulgaria)', 'Military (Kazakhstan)', 'Naglis Puteikis']"
2578,Hashim Thaçi,Express intent to meet or negotiate,Political Parties (Kosovo),2014-05-02,"['Other Authorities / Officials (Mexico)', 'José Dirceu de Oliveira e Silva', 'Media Personnel (Poland)', 'Indigenous People (Malawi)', 'Citizen (Tanzania)', 'Mob (Uganda)', 'Government Official (Japan)', 'Ministry (Zimbabwe)', 'Rauf Aregbesola', 'Company - Owner or Operator (Turkey)']"
2579,Citizen (Lithuania),Reduce relations,Homeland Union – Lithuanian Christian Democrats,2014-01-13,"['Progressive Movement', 'Party Member (Bolivia)', 'Djibouti', 'Alexis Tsipras', 'Eugene Wamalwa', 'European Parliament', 'Evangelos Venizelos', 'Angela Merkel', 'Opposition Coalition (Sudan)', 'Muhammadu Buhari']"
2580,South Korea,Express intent to meet or negotiate,China,2014-09-11,"['China', 'Colombia', 'Togo', 'Kuwait', 'Bank (Albania)', 'Dinka', 'Head of Government (Poland)', 'The Standard', 'Thailand', 'People Associated with the Opposition (Mauritania)']"
2581,Akitaka Saiki,Make a visit,South Korea,2014-12-29,"['South Korea', 'Myanmar', 'Foreign Affairs (Italy)', 'Independent Corrupt Practices Commission', 'Ministry (Tunisia)', 'Inter-Services Intelligence', 'Lawmaker (Russia)', 'Mary Robinson', 'Amnesty International', 'Special Rapporteurs of the United Nations']"
2582,Lawmaker (United States),Demonstrate or rally,Japan,2014-06-28,"['Japan', 'China', 'Defense / Security Ministry (Nigeria)', 'Ivan Gasparovic', 'Election Commission (India)', 'Myanmar', 'Greenpeace', 'Lawmaker (Indonesia)', 'Democratic Party (Nigeria)', 'Citizen (Brazil)']"
2583,Lawyer/Attorney (South Korea),Accuse,Criminal (South Korea),2014-07-02,"['Alexander Lukashevich', 'Thief (Turkey)', 'Local Media (Ukraine)', 'Independent Democratic Action', 'Congress of South African Trade Unions', 'Serbia', 'Alhaji Lai Mohammed', 'Philip Boedoro', 'Information / Communication / Transparency Ministry (Jordan)', 'Jean-Yves Le Drian']"
2584,Yannis Stournaras,Consult,Evangelos Venizelos,2014-01-24,"['Evangelos Venizelos', 'Israeli Defense Forces', 'Royal Administration (Jordan)', 'Government (Sweden)', 'Milos Zeman', 'Company - Owner or Operator (Nigeria)', 'Military Personnel (Canada)', 'Public Prosecutor (Greece)', 'Citizen (India)', 'Senate (South Sudan)']"
2585,Police (Slovakia),Accuse,Criminal (Slovakia),2014-01-30,"['Fumio Kishida', 'Mevlut Cavusoglu', 'Bank (Iran)', 'City Mayor (Argentina)', 'Citizen (Belgium)', 'Ministry (Singapore)', 'Mauritania', 'Government (South Africa)', 'Umar al Bashir', 'Royal Thai Police']"
2586,Chris Alexander,Make statement,Canada,2014-09-30,"['Government (Sweden)', 'Nuri al-Maliki', 'Association of Southeast Asian Nations', 'Chief of Staff (French Air Force)', 'City Mayor (South Africa)', 'Canada', 'Gideon Gono', 'European Central Bank', 'African Union', 'Government Official (United Kingdom)']"
2587,John Baird,Express intent to meet or negotiate,Canada,2014-10-27,"['Mohamed Ould Abdel Aziz', 'Eric Matinenga', 'Ma Ying Jeou', 'Education (Nigeria)', 'Milos Zeman', 'Citizen (Yemen)', 'European Central Bank', 'Election Commission (India)', 'Government (Pakistan)', 'Military Personnel (Mali)']"
2588,China,Host a visit,John Kerry,2014-02-15,"['John Kerry', 'Foreign Affairs (Italy)', 'International Government Organizations', 'Main Opposition (Turkey)', 'Michael Sata', 'Employee (Philippines)', 'Special Rapporteurs of the United Nations', 'Evangelos Venizelos', 'Education (United States)', 'Iran']"
2589,Uahekua Herunga,Make statement,Government (Namibia),2014-07-06,"['International Court of Justice', 'Presidential Candidate (Afghanistan)', 'Secret Agent (Philippines)', 'Men (India)', 'Citizen (Indonesia)', 'Citizen (International)', 'Business (Russia)', 'Government (Kenya)', 'Miguel Ángel Osorio Chong', 'Population (Angola)']"
2590,Head of Government (Egypt),Consult,News Editor (Egypt),2014-08-24,"['Edgars Rinkevics', 'Chief Court Judge (Angola)', 'Business (Poland)', 'Police (Benin)', 'Didier Burkhalter', 'Agence France-Presse', 'Government Official (United Kingdom)', 'Governor (India)', 'Police (Kenya)', 'Armed Rebel (Ukraine)']"
2591,Attacker (Libya),fight with small arms and light weapons,Fawaz al-Itan,2014-04-15,"['Hemant Soren', 'János Áder', 'Kyoto University', 'Chuck Hagel', 'Ministry (Central African Republic)', 'Afghanistan', 'Agence France-Presse', 'Thief (Turkey)', 'Education Ministry (United Arab Emirates)', 'Ibrahim Hassan Dankwambo']"
2592,Algirdas Butkevičius,Praise or endorse,Joseph Robinette Biden,2014-07-04,"['Joseph Robinette Biden', 'Fumio Kishida', 'Treasury/Finance Ministry (Thailand)', 'Member of the Judiciary (Bangladesh)', 'Media (India)', 'Naglis Puteikis', 'Moro Islamic Liberation Front', 'Citizen (Malaysia)', 'John Kerry', 'Governor (Kenya)']"
2593,Iran,Engage in negotiation,Barack Obama,2014-05-25,"['Barack Obama', 'Citizen (Yemen)', 'Business (Poland)', 'Ministry (Liberia)', 'Ivan Gasparovic', 'Morgan Tsvangirai', 'Head of Government (Mexico)', 'Medical Personnel (India)', 'Member of Parliament (Germany)', 'Royal Thai Police']"
2594,Pdea,Make statement,Criminal (Philippines),2014-04-14,"['Communist Party of India', 'Abdirahman Ducaale Bayle', 'Criminal (Philippines)', 'Other Authorities / Officials (Libya)', 'Foreign Affairs (Liberia)', 'Ukrinform', 'Legislature (Argentina)', 'Muhammadu Buhari', 'Toomas Hendrik Ilves', 'Military Personnel (Afghanistan)']"
2595,Fiji,Host a visit,Julie Bishop,2014-03-03,"['People Associated with the Opposition (Bahrain)', 'Agence France-Presse', 'Lawmaker (Argentina)', 'Citizen (Brazil)', 'Inter-Services Intelligence', 'Foreign Affairs (Liberia)', 'Ministry (Belgium)', 'Head of Government (Greece)', 'Fumio Kishida', 'Head of Government (Palestinian Territory', 'Occupied)']"
2596,John Kerry,Consult,France,2014-05-15,"['France', 'Combatant (Iraqi Kurds)', 'Togo', 'Labor Party (United Kingdom)', 'Detainee (Lebanon)', 'Kim Jong-Un', 'Citizen (Brazil)', 'Ministry (Tunisia)', 'Police (Belgium)', 'City Mayor (Costa Rica)']"
2597,Shivraj Singh Chouhan,Reduce relations,Citizen (India),2014-06-22,"['Legislature (Libya)', 'Head of Government (Ukraine)', 'Member of the Judiciary (South Africa)', 'Head of Government (Qatar)', 'South Africa', 'Hemant Soren', 'Julien Paluku Kahongya', 'Edgars Rinkevics', 'Villager (India)', 'Ministry (Czech Republic)']"
2598,Citizen (Nigeria),Deny responsibility,Member of the Judiciary (Nigeria),2014-11-17,"['Inter-Services Intelligence', 'Citizen (Venezuela)', 'Court Judge (Nigeria)', 'South Africa', 'Member of the Judiciary (Nigeria)', 'Kyoto University', 'Head of Government (Qatar)', 'Sergey Kuzhugetovich Shoygu', 'Milos Zeman', 'Foreign Affairs (Namibia)']"
2599,Riaz Ahmed,Threaten,Citizen (India),2014-06-30,"['Citizen (India)', 'Greenpeace', 'Gjorge Ivanov', 'All India Sikh Students Federation', 'Thailand', 'Myanmar', 'Military (Central African Republic)', 'François Hollande', 'National Coalition for Syrian Revolutionary and Opposition Forces', 'Head of Government (Poland)']"
2600,Ravi Shankar Prasad,Express intent to meet or negotiate,Citizen (India),2014-07-27,"['Independent Corrupt Practices Commission', 'Tsai Ing-wen', 'Citizen (India)', 'Head of Government (Egypt)', 'Greenpeace', 'Royal Administration (Jordan)', 'Tajikistan', 'Education (United States)', 'Lawyer/Attorney (United States)', 'Police (Belgium)']"
2601,Police (Saudi Arabia),Investigate,Citizen (Saudi Arabia),2014-02-03,"['Milos Zeman', 'North Atlantic Treaty Organization', 'Citizen (Saudi Arabia)', 'Slovenia', 'National Anti-Corruption Commission (Thailand)', 'Northern Ireland', 'Armenia', 'The Standard', 'Businessperson (Italy)', 'Other Authorities / Officials (Guinea)']"
2602,Nuri al-Maliki,Make a visit,Iraq,2014-06-15,"['Iraq', 'Citizen (Turkey)', 'National Council for Peace and Order of Thailand', 'Head of Government (Afghanistan)', 'Men (Pakistan)', 'Laos', 'Nasser Judeh', 'Interfax', 'Election Commission (India)', 'Abdullah Gül']"
2603,Joseph Robinette Biden,Make a visit,Poland,2014-03-29,"['Military Personnel (Kenya)', 'Poland', 'Austria Press Agency', '""Citizen (Cote d\\\'Ivoire)""', 'Silvio Berlusconi', 'Abdullah Gül', 'Police (Benin)', 'Head of Government (Greece)', 'Government (Argentina)', 'Ministry (Egypt)']"
2604,Ministry (Poland),Make statement,Poland,2014-04-15,"['Poland', 'Ministry (Liberia)', 'Abdirahman Ducaale Bayle', 'Mexico', 'Foreign Affairs (Malaysia)', 'Company - Owner or Operator (Nigeria)', 'Mbhazima Samuel Shilowa', 'Sergey Kuzhugetovich Shoygu', 'Business (Poland)', 'Pope Francis']"
