,e1,relation,e2,date,predictions
431,Citizen (Turkey),Engage in symbolic act,Berkin Elvan,2014-03-12,"['Agence France-Presse', 'Citizen (Turkey)', 'Ram Gopal Yadav', 'Xi Jinping', 'Armenia', 'Citizen (Zambia)', 'Protester (Turkey)', '""Peter O\\\'Neill""', '""Citizen (Cote d\\\'Ivoire)""', 'Muhammadu Buhari']"
432,Citizen (India),Make an appeal or request,Military Personnel (India),2014-05-16,"['Angola', 'Citizen (India)', 'Arnaud Montebourg', 'Tanzania', 'Police (Kyrgyzstan)', 'Abdirahman Ducaale Bayle', 'Special Rapporteurs of the United Nations', 'Niger', 'Military (China)', 'Angela Merkel']"
433,Police (Jamaica),Make statement,Armed Gang (Jamaica),2014-04-05,"['Police (Jamaica)', 'Ministry of Shipping (India)', 'Akhilesh Yadav', 'National Union Party (Romania)', 'Raheel Sharif', 'Hun Sen', 'Mohamed Ould Abdel Aziz', 'Public Prosecutor (Greece)', 'Citizen (Mali)', 'France']"
434,Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-04-14,"['Foreign Affairs (United States)', 'Protester (Ukraine)', 'Detainee (Lebanon)', 'Democratic Forces for the Liberation of Rwanda', 'Citizen (Turkey)', 'Djoomart Otorbaev', 'Legislature (Argentina)', 'Party Member (Taiwan)', 'Michael Sata', 'Tajikistan']"
435,Xi Jinping,Make statement,China,2014-11-20,"['China', 'Citizen (Unidentified State Actor)', 'Xi Jinping', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler']"
436,Barack Obama,Discuss by telephone,Abdullah Gül,2014-05-16,"['Abdullah Gül', 'Barack Obama', 'John Dramani Mahama', 'Arseniy Yatsenyuk', 'Citizen (International)', 'Middle East', 'Foreign Affairs (Hungary)', 'Business (Bulgaria)', 'International Court of Justice', 'Kidnapper (Argentina)']"
437,Media (Africa),Consult,Ministry (South Africa),2014-11-07,"['Ministry (South Africa)', 'Media (Africa)', 'Uhuru Muigai Kenyatta', 'Middle East', 'Government (South Africa)', 'Police (South Africa)', 'Abu Bakr Abdullah al-Qirbi', 'Wang Yang', 'Media (South Africa)', 'Steve Vukhile Tshwete']"
438,Xi Jinping,Make statement,China,2014-09-15,"['China', 'Citizen (Unidentified State Actor)', 'Xi Jinping', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler']"
439,Protester (Hong Kong),Demonstrate or rally,Police (Hong Kong),2014-10-02,"['Malawi', 'Protester (Hong Kong)', 'Miguel Ángel Osorio Chong', 'Colombia', 'African Union', 'Macky Sall', 'Congress (Argentina)', 'Foreign Affairs (Russia)', 'Women (Angola)', 'Raúl Castro']"
440,Citizen (Kenya),Make an appeal or request,Government (Kenya),2014-07-07,"['Government (Kenya)', 'Citizen (Kenya)', 'Ma Ying Jeou', 'Mouloud Hamrouche', 'National Anti-Corruption Commission (Thailand)', 'South Korea', 'Radoslaw Sikorski', 'Al Jazeera', 'Doctors Without Borders', 'Police (Kenya)']"
441,Police (Australia),Make an appeal or request,Citizen (Australia),2014-06-24,"['Citizen (Australia)', 'Police (Australia)', '""Citizen (Cote d\\\'Ivoire)""', 'Men (Argentina)', 'Opposition Supporter (Pakistan)', 'Medical Personnel (India)', 'Amnesty International', 'Prayuth Chan-ocha', 'Citizen (United Kingdom)', 'Julie Bishop']"
442,Catherine Ashton,Consult,Mohammad Javad Zarif,2014-09-14,"['Mohammad Javad Zarif', 'National Council for Peace and Order of Thailand', 'Catherine Ashton', 'Head of Government (India)', 'Morgan Tsvangirai', 'Armenia', 'Armed Gang (Thailand)', 'Cristina Fernández de Kirchner', 'Military (Central African Republic)', 'Sudan']"
443,Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-05-14,"['Citizen (Kenya)', 'City Mayor (South Africa)', 'Police (Kenya)', 'William ole Ntimama', 'Foreign Affairs (Hungary)', 'Macky Sall', 'France', 'Government (Nigeria)', 'Defense / Security Ministry (Angola)', 'Government (South Africa)']"
444,China,Express intent to cooperate,South Korea,2014-07-20,"['South Korea', 'China', 'Public Prosecutor (Greece)', 'Military Personnel (Canada)', 'International Monetary Fund', 'Kyoto University', 'North Korea', 'Citizen (South Korea)', 'Iraq', 'Japan']"
445,Malaysia,"Arrest, detain, or charge with legal action",Men (Malaysia),2014-03-17,"['Malaysia', 'Police (Malaysia)', 'Customs Official (Singapore)', 'Secretariat (Yemen)', 'Luis Beder Herrera', 'Indigenous People (India)', 'High Commission for Refugees', 'Newspaper (Malaysia)', 'Ijaw Youth Council', 'Kapil Sibal']"
446,China,Host a visit,Xi Jinping,2014-03-28,"['China', 'Business (Russia)', 'City Mayor (Costa Rica)', 'Head of Government (Ukraine)', 'Xi Jinping', 'Military (Russia)', 'Moro Islamic Liberation Front', 'Tamar Beruchashvili', 'Combatant (Iraqi Kurds)', 'Federica Mogherini']"
447,Protester (Hong Kong),"Protest violently, riot",Police (Hong Kong),2014-12-11,"['Organisation of Islamic Cooperation', 'Protester (Hong Kong)', 'Murtala Nyako', 'The Standard', 'Progressive Party (Nigeria)', 'Sergey Kuzhugetovich Shoygu', 'Massoud Barzani', 'Abu Sayyaf', 'Foreign Affairs (Russia)', 'Tarun Gogoi']"
448,Barack Obama,Consult,Benjamin Netanyahu,2014-03-12,"['Benjamin Netanyahu', 'Takeshi Onaga', 'Barack Obama', 'Government (Argentina)', 'Other Authorities / Officials (Lebanon)', 'Military Personnel (Afghanistan)', 'Tamar Beruchashvili', 'Head of Government (China)', 'Foreign Affairs (Ukraine)', 'Ministry of Mining (Zimbabwe)']"
449,North Korea,Make a visit,South Korea,2014-10-13,"['South Korea', 'North Korea', 'Myanmar', 'Foreign Affairs (Italy)', 'Independent Corrupt Practices Commission', 'Ministry (Tunisia)', 'Inter-Services Intelligence', 'China', 'Xi Jinping', 'Cabinet / Council of Ministers / Advisors (United States)']"
450,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-11-16,"['Citizen (Nigeria)', 'Boko Haram', 'Labor Union (Nigeria)', 'Citizen (Botswana)', 'Lawyer/Attorney (Argentina)', 'Clergy (Nigeria)', 'Shura Council', 'Military Personnel (Afghanistan)', 'Gurbanguly Berdymukhammedov', 'Head of Government (India)']"
451,Protester (Hong Kong),Demonstrate or rally,Police (Hong Kong),2014-09-27,"['Malawi', 'Protester (Hong Kong)', 'Miguel Ángel Osorio Chong', 'Colombia', 'African Union', 'Macky Sall', 'Congress (Argentina)', 'Foreign Affairs (Russia)', 'Women (Angola)', 'Raúl Castro']"
452,Police (Australia),Investigate,Citizen (Australia),2014-05-24,"['Police (Australia)', 'Member of Parliament (Australia)', 'Women (Australia)', 'Citizen (Australia)', 'Police (Indonesia)', 'Lawyer/Attorney (Australia)', 'Police (United States)', 'Fire Brigade (Australia)', 'People Associated with the Opposition (Australia)', 'Businessperson (Australia)']"
453,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-11-02,"['Military (Russia)', 'Combatant (Iraqi Kurds)', 'Military Personnel - Special (Afghanistan)', 'Dimitrios Avramopoulos', 'Barack Obama', 'Philippines', 'Afghanistan', 'Government (Pakistan)', 'Military (United Kingdom)', 'Afghan National Army']"
454,Akitaka Saiki,Consult,Cho Tai-young,2014-03-13,"['Cho Tai-young', 'Kevin Rudd', 'Akitaka Saiki', 'Education Ministry (South Africa)', 'Protester (Pakistan)', 'Philippines', 'South Korea', 'Cabinet / Council of Ministers / Advisors (United States)', 'South Africa', 'Ibrahim Hassan Dankwambo']"
455,Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-01-22,"['Foreign Affairs (United States)', 'Protester (Ukraine)', 'Detainee (Lebanon)', 'Democratic Forces for the Liberation of Rwanda', 'Citizen (Turkey)', 'Djoomart Otorbaev', 'Legislature (Argentina)', 'Party Member (Taiwan)', 'Michael Sata', 'Tajikistan']"
456,Settler (Israel),"Abduct, hijack, or take hostage","Children (Palestinian Territory, Occupied)",2014-07-02,"['Canada', 'Settler (Israel)', 'Men (Tajikistan)', 'Michael Sata', 'Ryoo Kihl-jae', 'Military Personnel (Afghanistan)', 'Portugal', '""Awami (People\\\'s) League""', 'Legislature (Italy)', 'Human Rights Watch']"
457,China,Express intent to meet or negotiate,South Korea,2014-09-11,"['China', 'North Korea', 'Iran', 'Xi Jinping', 'Head of Government (Qatar)', 'Citizen (South Korea)', 'Fumio Kishida', 'Cabinet / Council of Ministers / Advisors (United States)', 'John Kerry', 'Japan']"
458,Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2014-11-18,"['Police (Australia)', 'Ishaq Dar', 'South Korea', 'China', 'Cabinet / Council of Ministers / Advisors (United States)', 'Japan', 'Julie Bishop', 'Lawyer/Attorney (Australia)', 'Campbell Newman', 'Criminal (Australia)']"
459,Catherine Ashton,Consult,Mohammad Javad Zarif,2014-07-27,"['Mohammad Javad Zarif', 'National Council for Peace and Order of Thailand', 'Catherine Ashton', 'Head of Government (India)', 'Morgan Tsvangirai', 'Armenia', 'Armed Gang (Thailand)', 'Cristina Fernández de Kirchner', 'Military (Central African Republic)', 'Sudan']"
460,Citizen (India),Physically assault,Thief (India),2014-11-28,"['Citizen (India)', 'Government (Sweden)', 'Opposition Supporter (India)', 'Ministry (Singapore)', 'Central Military Commission', 'Dmitry Olegovich Rogozin', 'Afghanistan', 'Simbarashe Mumbengegwi', 'Bishop (South Africa)', 'Giorgio Napolitano']"
461,China,Make statement,Iran,2014-03-21,"['Iran', 'China', 'Head of Government (South Korea)', 'Government Official (Japan)', 'South Korea', 'Member of Legislative (Govt) (South Korea)', 'Angela Merkel', 'Qatar', 'Police (Australia)', 'Afghanistan']"
462,North Korea,Accuse,South Korea,2014-07-18,"['Party of Regions', 'Sergey Kuzhugetovich Shoygu', 'North Korea', 'South Korea', 'National Anti-Corruption Commission (Thailand)', 'Dmitry Anatolyevich Medvedev', 'Sadayuki Sakakibara', 'Suleiman Abba', 'International Monetary Fund', 'Employee (Jordan)']"
463,Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),2014-09-14,"['Somsavat Lengsava', 'Police (Indonesia)', 'Other Authorities / Officials (Romania)', 'Afghanistan', 'Foreign Affairs (Czech Republic)', 'Malaysia', 'Police (Brunei)', 'Sharia Court (Indonesia)', 'Ministry (Norfolk Island)', 'Royal Administration (Spain)']"
464,Citizen (India),Sexually assault,Women (Poland),2014-01-05,"['Court Judge (Nigeria)', 'Paul Kagame', 'Citizen (India)', 'Myanmar', 'Media Personnel (Namibia)', 'Legislature (Serbia)', 'Tomislav Nikolić', '""Awami (People\\\'s) League""', 'Special Rapporteurs of the United Nations', 'Insurgent (Afghanistan)']"
465,Iran,"Arrest, detain, or charge with legal action",Population (Iran),2014-01-22,"['Government (South Africa)', 'Attacker (Saudi Arabia)', 'Iran', 'Barack Obama', 'Akja Nuberdiyeva', 'Armed Gang (Libya)', 'Hassan Fadlallah', 'Citizen (Venezuela)', 'Military Personnel - Special (Afghanistan)', 'Military (Niger)']"
466,Citizen (Venezuela),Accuse,Government (Venezuela),2014-05-29,"['Prayuth Chan-ocha', 'Citizen (Venezuela)', 'Clergy (Nigeria)', 'National Unity Party (Somalia)', 'Mouloud Hamrouche', 'Majid Takht Ravanchi', 'Interfax', 'Cabinet / Council of Ministers / Advisors (United States)', 'Robert Hughes', 'Member of the Judiciary (United States)']"
467,China,"Arrest, detain, or charge with legal action",Women (China),2014-09-13,"['China', 'Alexander Lukashevich', 'Police (Egypt)', 'Majid Takht Ravanchi', 'Head of Government (Pakistan)', 'Mouloud Hamrouche', 'Arthit Ourairat', 'Police (Yemen)', 'Police (Indonesia)', 'Treasury/Finance Ministry (Saudi Arabia)']"
468,Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-08-09,"['Ashraf Ghani Ahmadzai', 'Abdullah Abdullah', 'Bhutan', 'Alexander Stubb', 'Amnesty International', 'Uhuru Muigai Kenyatta', 'Government (South Africa)', 'Municipal Court (Czech Republic)', 'Fire Brigade (Australia)', 'Simbarashe Mumbengegwi']"
469,John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-04-10,"['Sergey Viktorovich Lavrov', 'John Kerry', 'Congo', 'Iraq', 'Media (India)', 'Military Personnel (Paraguay)', 'Citizen (Brazil)', 'Government (Sweden)', 'Kisii', 'Gurbanguly Berdymukhammedov']"
470,China,Express intent to cooperate,Japan,2014-04-26,"['Japan', 'China', 'Malaysia', 'Armed Rebel (Ukraine)', 'Governor (Democratic Republic of Congo)', 'Party Member (Afghanistan)', 'Election Commission (India)', 'Indigenous People (Malawi)', 'Congo', 'Head of Government (Brazil)']"
471,Massoud Barzani,Make statement,Iraq,2014-03-13,"['Colombia', 'Massoud Barzani', 'Aam Aadmi Party', 'Victor Ponta', 'Iraq', 'Protester (Thailand)', 'Djibouti', 'Macky Sall', 'Mamnoon Hussain', 'Liyel Imoke']"
472,Abdel Fattah Al-Sisi,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-06-26,"['Cabinet / Council of Ministers / Advisors (United States)', 'Indigenous People (Greece)', 'Abdel Fattah Al-Sisi', 'Member of Parliament (South Africa)', 'Employee (Kenya)', 'Cynthia Ligeard', 'Mikhail Margelov', 'Cristina Fernández de Kirchner', 'Legislature (Italy)', 'Citizen (South Korea)']"
473,John Kerry,Consult,Sergey Viktorovich Lavrov,2014-10-03,"['Sergey Viktorovich Lavrov', 'Indigenous People (Syria)', 'John Kerry', 'Medical Personnel (Jordan)', 'Citizen (United Kingdom)', 'Election Commission (India)', 'Alexander Stubb', 'Ministry (Bosnia and Herzegovina)', 'Head of Government (Qatar)', 'Party Member (Afghanistan)']"
474,Japan,Express intent to cooperate,South Korea,2014-09-17,"['South Korea', 'Japan', 'Public Prosecutor (Greece)', 'Military Personnel (Canada)', 'International Monetary Fund', 'Kyoto University', 'North Korea', 'China', 'Citizen (South Korea)', 'Iraq']"
475,North Korea,Make statement,South Korea,2014-04-05,"['United Arab Emirates', 'South Korea', 'North Korea', 'Ministry (Liberia)', 'Police (Burundi)', 'Business (Bulgaria)', 'François Hollande', 'Afghanistan', 'Lapo Pistelli', 'Head of Government (Brazil)']"
476,John Kerry,Praise or endorse,Arseniy Yatsenyuk,2014-03-12,"['Arseniy Yatsenyuk', 'John Kerry', 'Men (India)', 'Interfax', 'Nguyen Xuan Phuc', 'Serbia', 'Legislature (Russia)', 'Lawmaker (Indonesia)', 'Angela Merkel', 'Barack Obama']"
477,Hamas,Make statement,"Government (Palestinian Territory, Occupied)",2014-01-08,"['Military Personnel (Uganda)', 'Treasury/Finance Ministry (Bangladesh)', 'Hamas', 'Ministry (Bosnia and Herzegovina)', 'International Monetary Fund', 'Foreign Affairs (Macedonia)', 'Government (Palestinian Territory', 'Occupied)', 'Presidential Press Service (Nigeria)', 'Catherine Ashton', 'Dmitry Anatolyevich Medvedev']"
478,Citizen (India),Sexually assault,Women (Poland),2014-01-15,"['Court Judge (Nigeria)', 'Paul Kagame', 'Citizen (India)', 'Myanmar', 'Media Personnel (Namibia)', 'Legislature (Serbia)', 'Tomislav Nikolić', '""Awami (People\\\'s) League""', 'Special Rapporteurs of the United Nations', 'Insurgent (Afghanistan)']"
479,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-11-13,"['Citizen (Nigeria)', 'Boko Haram', 'Labor Union (Nigeria)', 'Citizen (Botswana)', 'Lawyer/Attorney (Argentina)', 'Clergy (Nigeria)', 'Shura Council', 'Military Personnel (Afghanistan)', 'Gurbanguly Berdymukhammedov', 'Head of Government (India)']"
480,Joe Oliver,Consult,Economist (Canada),2014-10-15,"['Economist (Canada)', 'Joe Oliver', 'Head of Government (Germany)', 'Iran', 'Abhisit Vejjajiva', 'Uhuru', 'Mevlut Cavusoglu', 'Government (Palestinian Territory', 'Occupied)', 'Hun Sen', 'Foreign Affairs (Namibia)']"
481,Japan,Express intent to cooperate,North Korea,2014-06-02,"['Japan', 'North Korea', 'Media (Qatar)', 'South Korea', 'China', 'Rasim Ljajic', 'Combatant (Iraqi Kurds)', 'Somsavat Lengsava', 'Ireland', 'Ion Iliescu']"
482,Mauritania,Coerce,Citizen (Mauritania),2014-12-25,"['Toomas Hendrik Ilves', 'Police (Burundi)', 'Mauritania', 'Citizen (Germany)', 'Independent High Electoral Commission', 'Police (Belgium)', 'Gambia', 'Mohamed Ould Abdel Aziz', 'Kyoto University', 'Businessperson (Italy)']"
483,North Korea,Accuse,South Korea,2014-01-24,"['Party of Regions', 'Sergey Kuzhugetovich Shoygu', 'North Korea', 'South Korea', 'National Anti-Corruption Commission (Thailand)', 'Dmitry Anatolyevich Medvedev', 'Sadayuki Sakakibara', 'Suleiman Abba', 'International Monetary Fund', 'Employee (Jordan)']"
484,Police (Ukraine),Use tactics of violent repression,Protester (Ukraine),2014-02-18,"['Treasury/Finance Ministry (Bangladesh)', '""Awami (People\\\'s) League""', 'Police (Ukraine)', 'Amit Shah', 'UN Security Council', 'John Hoeven', 'Musa Cerantonio', 'People Associated with the Opposition (Bahrain)', 'Rights Activist (China)', 'Oleh Lyashko']"
485,Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),2014-05-09,"['Somsavat Lengsava', 'Police (Indonesia)', 'Other Authorities / Officials (Romania)', 'Afghanistan', 'Foreign Affairs (Czech Republic)', 'Malaysia', 'Police (Brunei)', 'Sharia Court (Indonesia)', 'Ministry (Norfolk Island)', 'Royal Administration (Spain)']"
486,Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-12-12,"['John Kerry', 'Sergey Viktorovich Lavrov', 'Inter-Services Intelligence', 'Special Rapporteurs of the United Nations', 'Catherine Ashton', 'Head of Government (Ukraine)', 'Ashraf Ghani Ahmadzai', 'Fumio Kishida', 'Massoud Barzani', 'Middle East']"
487,Massoud Barzani,Consult,Representatives (Iraq),2014-05-19,"['Massoud Barzani', 'Central Military Commission', 'Serbia', 'North Atlantic Treaty Organization', 'Lawyer/Attorney (Egypt)', 'John Kerry', 'Haider Al-Abadi', 'Nuri al-Maliki', 'Falah Mustafa', 'Djibouti']"
488,John Kerry,Consult,Sergey Viktorovich Lavrov,2014-05-08,"['Sergey Viktorovich Lavrov', 'Indigenous People (Syria)', 'John Kerry', 'Medical Personnel (Jordan)', 'Citizen (United Kingdom)', 'Election Commission (India)', 'Alexander Stubb', 'Ministry (Bosnia and Herzegovina)', 'Head of Government (Qatar)', 'Party Member (Afghanistan)']"
489,North Korea,Reject,South Korea,2014-10-20,"['South Korea', 'North Korea', 'International Court of Justice', 'National Anti-Corruption Commission (Thailand)', 'China', 'Japan', 'Newspaper (Japan)', 'Citizen (North Korea)', 'Military (North Korea)', 'Government (Kenya)']"
490,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2014-12-23,"['Protester (Paraguay)', 'Military Personnel - Special (Afghanistan)', 'Abdelilah Benkirane', 'Takeshi Onaga', 'Alexander Lukashevich', 'Pakistan Tehreek-e-Insaf', 'Treasury/Finance Ministry (Bangladesh)', 'Afghanistan', 'North Atlantic Treaty Organization', 'Government (Venezuela)']"
491,Laos,Express intent to meet or negotiate,Vietnam,2014-04-08,"['Agence France-Presse', 'Laos', 'Education (United States)', 'Vietnam', 'Cameroon', 'Foreign Affairs (Venezuela)', 'News Editor (Niger)', 'Combatant (Islamic State of Iraq and the Levant)', 'National Security and Intelligence Services', 'Iran']"
492,Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-05-06,"['Thailand', 'Combatant (Islamic State of Iraq and the Levant)', 'Citizen (Thailand)', 'Gideon Gono', 'Ireland', 'Prayuth Chan-ocha', 'Military (Thailand)', 'Cabinet / Council of Ministers / Advisors (Thailand)', 'Laos', 'Royal Thai Police']"
493,Citizen (India),Physically assault,Thief (India),2014-04-08,"['Citizen (India)', 'Government (Sweden)', 'Opposition Supporter (India)', 'Ministry (Singapore)', 'Central Military Commission', 'Dmitry Olegovich Rogozin', 'Afghanistan', 'Simbarashe Mumbengegwi', 'Bishop (South Africa)', 'Giorgio Napolitano']"
494,Police (Australia),Investigate,Citizen (Australia),2014-05-16,"['Police (Australia)', 'Member of Parliament (Australia)', 'Women (Australia)', 'Citizen (Australia)', 'Police (Indonesia)', 'Lawyer/Attorney (Australia)', 'Police (United States)', 'Fire Brigade (Australia)', 'People Associated with the Opposition (Australia)', 'Businessperson (Australia)']"
495,Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),2014-10-14,"['Somsavat Lengsava', 'Police (Indonesia)', 'Other Authorities / Officials (Romania)', 'Afghanistan', 'Foreign Affairs (Czech Republic)', 'Malaysia', 'Police (Brunei)', 'Sharia Court (Indonesia)', 'Ministry (Norfolk Island)', 'Royal Administration (Spain)']"
496,Park Won-soon,Engage in negotiation,Chongwadai,2014-07-24,"['Chongwadai', 'Park Won-soon', 'African Union', 'Romania', 'Labor Party (New Zealand)', 'Robert Menendez', 'Other Authorities / Officials (Egypt)', 'Azubuike Ihejirika', 'Naval Base (India)', 'Labor and Employment Ministry (Bangladesh)']"
497,Citizen (India),Sexually assault,Employee (India),2014-12-07,"['Chief Court Judge (Malaysia)', 'Citizen (India)', 'Employee (India)', 'Citizen (Brazil)', 'Colombia', 'Citizen (Tanzania)', 'Mary Robinson', 'Foreign Affairs (Ukraine)', 'Tsai Ing-wen', 'Togo']"
498,South Korea,Demand,North Korea,2014-09-15,"['South Korea', 'North Korea', 'China', 'Fumio Kishida', 'John Kerry', 'Japan', 'Barack Obama', 'Myanmar', 'Foreign Affairs (South Korea)', 'Head of Government (South Korea)']"
499,Police (Australia),Make an appeal or request,Citizen (Australia),2014-12-30,"['Citizen (Australia)', 'Police (Australia)', '""Citizen (Cote d\\\'Ivoire)""', 'Men (Argentina)', 'Opposition Supporter (Pakistan)', 'Medical Personnel (India)', 'Amnesty International', 'Prayuth Chan-ocha', 'Citizen (United Kingdom)', 'Julie Bishop']"
500,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Attacker (Afghanistan),2014-11-28,"['Emrullah Isler', 'Military Personnel - Special (Afghanistan)', 'Augustine Alegeh', 'High Ranking Military Personnel (Syria)', '""Citizen (Cote d\\\'Ivoire)""', 'Presidential Candidate (Afghanistan)', 'Defense / Security Ministry (Nigeria)', 'Indigenous People (Malawi)', 'Member of the Judiciary (South Korea)', 'South Sudan']"
501,Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-11-28,"['Chuck Hagel', 'Citizen (Nigeria)', 'Treasury/Finance Ministry (Bangladesh)', 'Business (Russia)', 'Member of the Judiciary (Nigeria)', 'Public Prosecutor (Greece)', 'Other Authorities / Officials (Turkey)', 'Mouloud Hamrouche', 'Presidential Press Service (Nigeria)', 'Viktor Orban']"
502,Japan,Express intent to cooperate,North Korea,2014-03-29,"['Japan', 'North Korea', 'Media (Qatar)', 'South Korea', 'China', 'Rasim Ljajic', 'Combatant (Iraqi Kurds)', 'Somsavat Lengsava', 'Ireland', 'Ion Iliescu']"
503,Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-02-25,"['Foreign Affairs (United States)', 'Protester (Ukraine)', 'Detainee (Lebanon)', 'Democratic Forces for the Liberation of Rwanda', 'Citizen (Turkey)', 'Djoomart Otorbaev', 'Legislature (Argentina)', 'Party Member (Taiwan)', 'Michael Sata', 'Tajikistan']"
504,Police (Indonesia),"Arrest, detain, or charge with legal action",Citizen (Indonesia),2014-07-06,"['Citizen (Indonesia)', 'Police (Indonesia)', '""Ministry of Tourism (Cote d\\\'Ivoire)""', 'Kuwait', 'Malaysia', 'Police (Malaysia)', 'Member of the Judiciary (United States)', 'Aceh', 'Lawyer/Attorney (Indonesia)', 'Interfax']"
505,Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-05-15,"['Citizen (Kenya)', 'City Mayor (South Africa)', 'Police (Kenya)', 'William ole Ntimama', 'Foreign Affairs (Hungary)', 'Macky Sall', 'France', 'Government (Nigeria)', 'Defense / Security Ministry (Angola)', 'Government (South Africa)']"
506,Police (Australia),Investigate,Citizen (Australia),2014-06-18,"['Police (Australia)', 'Member of Parliament (Australia)', 'Women (Australia)', 'Citizen (Australia)', 'Police (Indonesia)', 'Lawyer/Attorney (Australia)', 'Police (United States)', 'Fire Brigade (Australia)', 'People Associated with the Opposition (Australia)', 'Businessperson (Australia)']"
507,Government (Syria),Accuse,Armed Rebel (Syria),2014-05-27,"['Inter-Services Intelligence', 'Government (Syria)', 'Ng Eng Hen', 'Detainee (Rwanda)', 'Military Personnel (Bahrain)', 'Foreign Affairs (South Korea)', 'Business (Canada)', 'Mouloud Hamrouche', 'Ministry (Venezuela)', 'Congress of South African Trade Unions']"
508,Xi Jinping,Make statement,China,2014-12-18,"['China', 'Citizen (Unidentified State Actor)', 'Xi Jinping', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler']"
509,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-04-26,"['Police (Egypt)', 'Military Personnel - Special (Mexico)', 'Military (Central African Republic)', 'Royal Administration (Spain)', 'Kyoto University', 'The Hague', 'Evangelos Venizelos', 'Ministry (Egypt)', 'Government Official (United Kingdom)', 'National Intelligence Bureau (China)']"
510,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-09-27,"['Military (Russia)', 'Combatant (Iraqi Kurds)', 'Military Personnel - Special (Afghanistan)', 'Dimitrios Avramopoulos', 'Barack Obama', 'Philippines', 'Afghanistan', 'Government (Pakistan)', 'Military (United Kingdom)', 'Afghan National Army']"
511,South Korea,Make a visit,North Korea,2014-02-11,"['North Korea', 'South Korea', 'Criminal (Guatemala)', 'Milos Zeman', 'Interfax', 'China', 'Xi Jinping', 'Kim Jong-Un', 'John Kerry', 'Japan']"
512,Protester (Ukraine),Consult,Senate (Ukraine),2014-02-13,"['Military Personnel - Special (Algeria)', 'Protester (Ukraine)', 'Professor (France)', 'Men (India)', 'Frank Bainimarama', 'Governor (Papua New Guinea)', 'Ministry (Madagascar)', 'Police (Kenya)', 'Shiv Sena', 'Zhang Dejiang']"
513,China,Provide military protection or peacekeeping,South Sudan,2014-09-10,"['Governor (Venezuela)', 'China', 'Police (Tanzania)', 'Military Personnel (Uganda)', 'Qatar', 'Serbia', 'Central Intelligence Agency', 'Congo', '""Awami (People\\\'s) League""', 'Party Member (Afghanistan)']"
514,Protester (Hong Kong),Demonstrate or rally,Police (Hong Kong),2014-10-17,"['Malawi', 'Protester (Hong Kong)', 'Miguel Ángel Osorio Chong', 'Colombia', 'African Union', 'Macky Sall', 'Congress (Argentina)', 'Foreign Affairs (Russia)', 'Women (Angola)', 'Raúl Castro']"
515,Mohammad Javad Zarif,Engage in negotiation,Catherine Ashton,2014-04-06,"['Catherine Ashton', 'Mohammad Javad Zarif', 'International Court of Justice', 'Legislature (Italy)', 'South Africa', 'Hassan Joho', 'Rights Activist (China)', 'Iran', 'Sergey Viktorovich Lavrov', 'John Kerry']"
516,Protester (Thailand),Demonstrate or rally,Thailand,2014-05-25,"['Other Authorities / Officials (Turkey)', 'Mahinda Rajapaksa', 'Protester (Thailand)', 'Gjorge Ivanov', 'Evangelos Venizelos', 'Lawmaker (Indonesia)', 'Abdirahman Ducaale Bayle', 'Thailand', 'Raheel Sharif', 'Military Personnel (Canada)']"
