,e1,relation,e2,date,predictions
2508,Sergey Viktorovich Lavrov,Consult,Foreign Affairs (Ukraine),2014-03-26,"['Sergey Viktorovich Lavrov', 'Hassan Joho', 'Defense / Security Ministry (Russia)', 'City Mayor (Chile)', 'Party Member (Afghanistan)', 'Cleric (Iraq)', 'Citizen (Venezuela)', 'Protester (Paraguay)', 'Barnaba Marial Benjamin', 'South Sudan']"
2509,Andrea Orlando,Consult,Robert Cazanciuc,2014-05-16,"['Head of Government (Poland)', 'Uhuru Muigai Kenyatta', 'Children (France)', 'South Africa', 'Isaac Kiprono Ruto', 'Cabinet / Council of Ministers / Advisors (United States)', 'Economic Community of Central African States', 'Afghanistan', 'Ashraf Ghani Ahmadzai', 'Amit Shah']"
2510,Member of Parliament (Ukraine),Praise or endorse,Vitaliy Yarema,2014-06-19,"['Ministry (Russia)', 'Didier Burkhalter', 'Vietnam', 'Central Intelligence Agency', 'Foreign Affairs (Russia)', 'Treasury/Finance Ministry (Bangladesh)', 'Government (Africa)', 'Mexico', 'National Anti-Corruption Commission (Thailand)', 'Canada']"
2511,Sergey Viktorovich Lavrov,Express intent to meet or negotiate,John Kerry,2014-03-12,"['Viktor Orban', 'Domestic Affairs (Yemen)', 'Haider Al-Abadi', 'Georgian Labour Party', 'Chuck Hagel', 'Abdel Fattah Al-Sisi', 'John Kerry', 'Uhuru Muigai Kenyatta', 'Benjamin Netanyahu', 'Citizen (Yemen)']"
2512,Police (Albania),Use conventional military force,Criminal (Albania),2014-06-18,"['Arab Israelis', 'Aristide Sokambi', 'People Associated with the Opposition (Bahrain)', 'Government Official (Japan)', 'Farm Worker (Thailand)', 'Business (Bulgaria)', 'Men (United States)', 'People Associated with the Opposition (Sri Lanka)', 'Head of Government (South Korea)', 'Curacao']"
2513,China,Host a visit,Barnaby Joyce,2014-09-16,"['China', 'City Mayor (South Africa)', 'International Court of Justice', '""Uganda People\'s Defence Force""', 'Presidential Press Service (Nigeria)', 'Qassim Atta', 'Laos', 'Women (Mexico)', 'South Sudan', 'Indigenous People (Thailand)']"
2514,Hans Blix,Praise or endorse,Iran,2014-05-12,"['Al-Muhtadee Billah', 'Daniela Bobeva', 'Women (Israel)', 'Legislature (Argentina)', 'Social Worker (Nigeria)', 'Employee (Libya)', 'Military Personnel (Afghanistan)', 'Portugal', 'Businessperson (United Kingdom)', 'Barnaba Marial Benjamin']"
2515,Citizen (Croatia),Criticize or denounce,Government (Croatia),2014-11-15,"['Ministry (Tunisia)', 'Military (Mozambique)', 'Bank (Iran)', 'Women (Angola)', 'Moro Islamic Liberation Front', 'Michael Sata', 'New Zealand', 'Sudan', 'News Editor (Niger)', 'Iranian Kurds']"
2516,Japan,Engage in negotiation,North Korea,2014-05-30,"['Japan', 'Aladdin Boroujerdi', 'Josh Earnest', 'Citizen (Germany)', 'Enrico Letta', 'Indigenous People (Nigeria)', 'International Monetary Fund', 'Citizen (Brazil)', 'Foreign Affairs (Malaysia)', 'Citizen (United Kingdom)']"
2517,Kashim Shettima,Make statement,Suleiman Abba,2014-10-10,"['Head of Government (Afghanistan)', 'North Atlantic Treaty Organization', 'Mikhail Margelov', 'Simon Khaya Moyo', 'Militant (Syria)', 'Women (Angola)', 'Democratic Party (Nigeria)', 'Foreign Affairs (Venezuela)', 'Reuven Rivlin', 'Education Ministry (United Arab Emirates)']"
2518,Shimon Peres,Make statement,Barack Obama,2014-06-25,"['Massoud Barzani', 'Sheikh Hasina Wajed', 'Guerrilla (Colombia)', 'African Union', 'Canada', 'Police (Belgium)', 'Military Personnel (Canada)', 'Algirdas Butkevičius', 'South Africa', 'Head of Government (Egypt)']"
2519,Secretariat of Foreign Affairs,Make statement,Mexico,2014-12-18,"['Main Opposition (United Kingdom)', 'Joachim Gauck', 'Anson Chan', 'Refugee (Sri Lanka)', 'Human Rights Group (Malaysia)', 'Asylum Seeker (Chile)', 'Militant (Turkey)', 'Yoshitaka Shindo', 'Member of Legislative (Govt) (Lebanon)', 'Children (Philippines)']"
2520,China,Praise or endorse,South Africa,2014-05-12,"['China', 'Gurbanguly Berdymukhammedov', 'Israeli Defense Forces', 'Somsavat Lengsava', 'Lawmaker (Indonesia)', 'Military Personnel (Libya)', 'Abdul Aziz', 'Mahinda Rajapaksa', 'Ministry (Liberia)', 'Tamar Beruchashvili']"
2521,Intelligence (India),Investigate,Citizen (India),2014-12-31,"['Citizen (India)', 'Tahirul Qadri', 'Justice Department/Ministery (Azerbaijan)', 'Al Jazeera', 'Heather Mack', 'Director General (Rwanda)', 'Congress (United States)', 'Takeshi Onaga', 'High Ranking Military Personnel (Jordan)', 'Børge Brende']"
2522,New Zealand,Sign formal agreement,South Korea,2014-12-22,"['New Zealand', 'Xi Jinping', 'Party Member (United Kingdom)', 'Angela Merkel', 'Serbia', 'Josh Earnest', 'Vietnam', 'Inter-Services Intelligence', 'Head of Government (Palestinian Territory', 'Occupied)', 'Ministry (Egypt)']"
2523,Armenpress,Sign formal agreement,Director General (Armenia),2014-11-28,"['Militant (Turkey)', 'David Nabarro', 'Ryoo Kihl-jae', 'Ministry (Venezuela)', 'Exim Bank', 'Lawyer/Attorney (Indonesia)', 'Ministry (South Korea)', 'Josh Earnest', 'Indigenous People (Greece)', 'Education (United States)']"
2524,John Kerry,Consult,Mohammad Javad Zarif,2014-09-27,"['John Kerry', 'International Monetary Fund', 'Trade Union Congress', 'Media Personnel (Iran)', 'Muhammadu Buhari', 'Agence France-Presse', 'Shiv Sena', 'Foreign Affairs (Italy)', 'Konstantin Dolgov', 'Professor (France)']"
2525,Oman,Engage in diplomatic cooperation,Iran,2014-11-30,"['Oommen Chandy', 'Chief Court Judge (Angola)', 'Environment Department/Ministry (Ukraine)', 'Ministry (Bosnia and Herzegovina)', 'Ion Iliescu', 'Kuwait', 'Anandiben Patel', 'Boko Haram', 'Military Personnel (Nigeria)', 'Member of the Judiciary (Saudi Arabia)']"
2526,Martin Stropnický,Make statement,North Atlantic Treaty Organization,2014-08-23,"['Oommen Chandy', 'Agence France-Presse', 'Education (United States)', 'Criminal (Australia)', 'Government (Sweden)', 'Scientist (China)', 'Head of Government (Ukraine)', 'Government (Georgia)', 'Political Parties (Haiti)', 'Legislature (Czech Republic)']"
2527,Chuck Hagel,Praise or endorse,Japan,2014-04-07,"['Chuck Hagel', 'Military Personnel (Mali)', 'Festus Keyamo', 'Military (El Salvador)', 'Abdel Fattah Al-Sisi', 'Businessperson (Italy)', 'Government (Argentina)', 'Labor Union (Croatia)', 'Military Personnel (Bahrain)', 'Member of the Judiciary (Saudi Arabia)']"
2528,Media (Africa),Make statement,Sierra Leone,2014-10-21,"['Head of Government (Bahrain)', 'Didier Burkhalter', 'Military (Middle East)', 'Military Personnel (India)', 'Gazprom', 'Indigenous People (Nigeria)', 'Arseniy Yatsenyuk', 'Kuwait', 'Citizen (Malaysia)', 'Philippines']"
2529,Brownie Samukai,Consult,Defense / Security Ministry (United States),2014-09-09,"['Brownie Samukai', 'Paul Kagame', 'Head of Government (Greece)', 'African Union', 'Refugee (Chad)', 'Businessperson (Mauritania)', 'Ministry (Liberia)', 'Shahin Mustafayev', 'Court Judge (Iraq)', 'European Central Bank']"
2530,China,Express intent to cooperate,Japan,2014-11-12,"['China', 'Head of Government (Pakistan)', 'Inter-Services Intelligence', 'Ivan Gasparovic', 'Citizen (Brazil)', 'Abdelilah Benkirane', 'Japan', 'Member of the Judiciary (Iran)', 'Xi Jinping', 'Ministry (Liberia)']"
2531,Danjuma Goje,Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-04-14,"['Military Personnel (Afghanistan)', 'Michael Sata', 'Other Authorities / Officials (Romania)', 'Refugee (Chad)', 'Ma Ying Jeou', 'Military (Mali)', 'Guy Scott', 'Political Parties (Haiti)', 'Military Personnel (Bahrain)', 'Governor (Papua New Guinea)']"
2532,France,Engage in diplomatic cooperation,Iran,2014-02-07,"['France', 'Court Judge (Holy See (Vatican City State))', 'African Union', 'Citizen (Brazil)', 'Chuck Hagel', 'Independent Corrupt Practices Commission', 'Abdel Fattah Al-Sisi', 'South Africa', 'Canada', 'Head of Government (Mexico)']"
2533,Japan Self-Defense Forces,Express intent to provide military aid,Mexico,2014-01-30,"['Abdelilah Benkirane', 'Government (Nigeria)', 'Nguyen Phu Trong', 'DPWH', 'Amason Kingi', 'Armenia', 'Defense / Security Ministry (Nigeria)', 'Citizen (Brazil)', 'Head of Government (Nigeria)', 'Media (Swaziland)']"
2534,Government (United States),Provide aid,Liberian Coast Guard,2014-02-17,"['Canada', 'Government (United States)', 'Laos', 'Citizen (Sudan)', 'Angola', 'Legislature (Argentina)', 'Veterans (United States)', 'Isaias Afewerki', 'Military Personnel (Kenya)', 'United Arab Emirates']"
2535,China,Make a visit,South Korea,2014-06-28,"['China', 'Head of Government (China)', 'Special Rapporteurs of the United Nations', 'Food and Agriculture Organization', 'Colombia', 'Dmitry Anatolyevich Medvedev', 'Media Personnel (Iran)', 'Head of Government (Ukraine)', 'Citizen (India)', 'Marziyeh Afkham']"
2536,Citizen (Namibia),Demand,Government (Namibia),2014-09-04,"['Citizen (Namibia)', 'Abdullah Gül', 'Taavi Rõivas', 'Viktor Orban', 'Bahrain', 'Party of Regions', 'Rights Activist (China)', 'Military (Argentina)', 'Treasury/Finance Ministry (Bangladesh)', 'Malawi Electoral Commission']"
2537,Lawyer/Attorney (Kenya),Express intent to ease administrative sanctions,Uhuru Muigai Kenyatta,2014-09-11,"['Foreign Affairs (Russia)', 'Main Opposition (Greece)', 'William Ruto', 'Romania', 'Ireland', 'Kit Siang', 'Abdullah Gül', 'Democratic Forces for the Liberation of Rwanda', 'Muhammadu Buhari', 'Heydar Aliyev']"
2538,Barack Obama,Make statement,Afghanistan,2014-02-26,"['Tsai Ing-wen', 'Abdul Aziz', 'Presidential Press Service (Nigeria)', 'Member of Parliament (Germany)', 'Morgan Tsvangirai', 'Togo', 'Barack Obama', 'Ministry (Malaysia)', 'Head of Government (Afghanistan)', 'Professor (France)']"
2539,Police (Australia),Consult,Cabinet / Council of Ministers / Advisors (Australia),2014-12-23,"['Police (Australia)', 'Labor Union (Croatia)', 'Party Member (Jordan)', 'Businessperson (Belarus)', 'Military Personnel (Mali)', 'Abdel Fattah Al-Sisi', 'Mbhazima Samuel Shilowa', 'Alexander Lukashevich', 'Qatar', 'Lawmaker (Indonesia)']"
2540,Cleric (Iraq),Praise or endorse,Iran,2014-12-23,"['Interfax', 'Cleric (Iraq)', 'Ryoo Kihl-jae', 'Khalid bin Ali Al Khalifa', 'Sierra Leone', 'Student (Iran)', 'Aladdin Boroujerdi', 'United Arab Emirates', 'Ministry (Afghanistan)', 'Media (Russia)']"
2541,Police (Philippines),"Arrest, detain, or charge with legal action",Criminal (Philippines),2014-09-18,"['Police (Philippines)', 'Iraq', 'Military Personnel (Mali)', 'Military Personnel (Bahrain)', 'Mohamed Ould Abdel Aziz', 'Head of Government (Germany)', 'Head of Government (Pakistan)', 'Ireland', 'Ministry (Madagascar)', 'Military Personnel (Kenya)']"
2542,John Kerry,Make statement,Iraq,2014-10-19,"['John Kerry', 'Nasser Judeh', 'Police (Ethiopia)', 'Armed Band (Philippines)', 'Gambia', 'Arseniy Yatsenyuk', 'National Council for Peace and Order of Thailand', 'Chief of Staff (French Air Force)', 'Lawmaker (Indonesia)', 'Tajikistan']"
2543,Barack Obama,Consult,Xi Jinping,2014-06-06,"['Barack Obama', 'Citizen (Brazil)', 'Tajikistan', 'Trade Union Congress', 'János Áder', 'Ministry (Venezuela)', 'Nuri al-Maliki', 'Djibouti', 'Illegal Immigrant (Kenya)', 'Colombia']"
2544,Mainland Affairs Council,Express intent to meet or negotiate,China,2014-02-10,"['Moro Islamic Liberation Front', 'Reuven Rivlin', 'Inter-Services Intelligence', 'South Africa', 'Legislature (Serbia)', 'Protester (Algeria)', 'Shahin Mustafayev', 'Mexico', 'Canada', 'Guatemala']"
2545,Citizen (Nigeria),Accuse,Government (Nigeria),2014-03-21,"['Citizen (Nigeria)', 'Treasury/Finance Ministry (Bangladesh)', 'Sheikh Hasina Wajed', 'Barack Obama', 'Police (Sudan)', 'Government (Nigeria)', 'National Anti-Corruption Commission (Thailand)', 'Member of Parliament (Germany)', 'National Action Party (Mexico)', 'City Mayor (South Africa)']"
2546,Citizen (India),Make an appeal or request,Defense / Security Ministry (India),2014-01-03,"['Citizen (India)', 'Armed Rebel (Turkish Kurds)', 'Cabinet / Council of Ministers / Advisors (Senegal)', 'Member of the Judiciary (Iran)', 'European Central Bank', 'Doctors Without Borders', 'Labor Union (New Zealand)', 'Legislature (Czech Republic)', 'Congress of South African Trade Unions', 'Ministry (Thailand)']"
2547,Head of Government (Bangladesh),Consult,Mohammad Javad Zarif,2014-08-05,"['Member of Parliament (Germany)', 'Shahin Mustafayev', 'Businessperson (Czech Republic)', 'Doctors Without Borders', 'Hamas', 'Lawmaker (Indonesia)', 'Abdul Aziz', 'Tahirul Qadri', 'Takeshi Onaga', 'Israeli Defense Forces']"
2548,Foreign Affairs (South Africa),Make statement,Thailand,2014-05-31,"['Media (Qatar)', 'City Mayor (Ukraine)', 'Citizen (Guinea)', 'Armed Rebel (Democratic Republic of Congo)', 'Ministry (Tunisia)', 'Media (Swaziland)', 'Legislature (Czech Republic)', 'Milliyet', 'Radimir Čačić', 'Nikos Christodoulides']"
2549,Gabriel Torwua Suswam,Consult,Head of Government (Nigeria),2014-02-04,"['Treasury/Finance Ministry (Bangladesh)', 'Business (Canada)', 'Fire Brigade (Australia)', 'Gabriel Torwua Suswam', 'Legislature (Italy)', 'Cabinet / Council of Ministers / Advisors (Senegal)', 'Military Personnel (Bahrain)', 'János Áder', '""Uganda People\'s Defence Force""', 'Ng Eng Hen']"
2550,South Africa,"Arrest, detain, or charge with legal action",Citizen (Nigeria),2014-10-06,"['South Africa', 'UN Security Council', 'Ministry (Malaysia)', '""Uganda People\'s Defence Force""', 'Military (Turkey)', 'Head of Government (Poland)', 'Vietnam', 'Serbia', 'Citizen (Uganda)', 'Mary Robinson']"
2551,Emmanuel Eweta Uduaghan,Make pessimistic comment,Citizen (Nigeria),2014-04-01,"['Emmanuel Eweta Uduaghan', 'Government (Sudan)', 'Macky Sall', 'Criminal (Guatemala)', 'Government (Argentina)', 'People Associated with the Opposition (Bahrain)', 'Nguyen Phu Trong', 'John Dramani Mahama', 'Other Authorities / Officials (United States)', 'National Council for Peace and Order of Thailand']"
2552,Police (Greece),Investigate,Citizen (Greece),2014-04-18,"['Sudan', 'Women (Angola)', 'Bolivia', 'Kayode Fayemi', 'Julie Bishop', 'France', 'Opposition Supporter (Pakistan)', 'Police (Greece)', 'Warren Truss', 'Interfax']"
2553,Armed Gang (Libya),Use unconventional violence,Legislature (Libya),2014-05-01,"['Other Authorities / Officials (Philippines)', 'Air Force (Iraq)', 'John Baird', 'Nathan Cirillo', 'Mouloud Hamrouche', 'Citizen (Bulgaria)', 'Abdullah Gül', 'Reserve Personnel (Ukraine)', 'Men (Pakistan)', 'Carrie Lam']"
2554,Military Personnel - Special (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-12-21,"['Member of the Judiciary (United States)', 'Citizen (Bangladesh)', 'Legislature (South Africa)', 'Amit Shah', 'Citizen (India)', 'Military Personnel (Canada)', 'Children (Zimbabwe)', 'Citizen (Germany)', 'Criminal (Guatemala)', 'Men (Argentina)']"
2555,François Hollande,Make an appeal or request,Head of Government (Ukraine),2014-06-29,"['Children (Zimbabwe)', 'François Hollande', 'Lawyer/Attorney (United States)', 'Military (Argentina)', 'Arseniy Yatsenyuk', 'Ministry (Tunisia)', 'Citizen (Sudan)', 'United Russia', 'Kim Jong-Un', 'Qatar']"
2556,Court Judge (Kenya),Ease administrative sanctions,Head of Government (Kenya),2014-12-04,"['Armenia', 'Saeed Mortazavi', 'Government (United States)', 'Tamar Beruchashvili', 'Citizen (Turkey)', 'Foreign Affairs (Russia)', 'Klaus Johannis', 'European Central Bank', 'Democratic Party (Nigeria)', 'Population (Angola)']"
2557,Pietro Parolin,Consult,Ma Ying Jeou,2014-10-22,"['Militant (Ukraine)', 'Party Member (Japan)', 'Eugene Wamalwa', 'Businessperson (Mauritania)', 'Police (Canada)', 'Cristina Fernández de Kirchner', 'Anglican Communion News Service', 'Pietro Parolin', 'Business (Bulgaria)', 'Daniela Bobeva']"
2558,Chibuike Rotimi Amaechi,Make statement,Nigerian Governors Forum,2014-02-17,"['Foreign Affairs (Liberia)', 'Interfax', 'Detainee (Lebanon)', 'Terrorist Leader (Syria)', 'Gabriel Torwua Suswam', 'Public Prosecutor (Greece)', 'Philippines', 'Alexander Stubb', 'Agence France-Presse', 'Nicos Anastasiades']"
2559,Elizabeth Dipuo Peters,Express intent to meet or negotiate,Citizen (Lesotho),2014-06-19,"['Ministry (Czech Republic)', 'Criminal (Bangladesh)', 'Armenia', 'Ryoo Kihl-jae', 'Citizen (Bulgaria)', 'Ukrinform', 'Romania', 'Konstantin Dolgov', 'Veterans (Croatia)', 'Government (United States)']"
2560,Taiwan Affairs Office,Host a visit,Vincent C. Siew,2014-11-11,"['National Council for Peace and Order of Thailand', 'Tuvalu', 'Daniel Mitov', '""Citizen (Cote d\'Ivoire)""', 'Political Parties (Haiti)', 'Head of Government (Mexico)', 'Doctors Without Borders', 'Citizen (Sudan)', 'Government (Sweden)', 'Federica Mogherini']"
2561,Government (Nigeria),"Return, release person(s)",Citizen (Nigeria),2014-05-18,"['Government (Nigeria)', 'Royal Administration (Spain)', 'Citizen (Nigeria)', 'Military Personnel (Afghanistan)', 'Head of Government (Mexico)', 'Rauf Aregbesola', 'Foreign Affairs (Italy)', 'Ministry (Tunisia)', 'Boko Haram', 'Militant (Nigeria)']"
2562,Julie Bishop,Make an appeal or request,Hun Sen,2014-04-29,"['Chuck Hagel', 'Armed Gang (Afghanistan)', 'South Korea', 'Dinka', 'Julie Bishop', 'Military (El Salvador)', 'Lawyer/Attorney (South Korea)', 'Member of the Judiciary (South Korea)', 'Djoomart Otorbaev', 'Abhisit Vejjajiva']"
2563,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-10-13,"['Member of Parliament (Germany)', 'Interfax', 'Citizen (Brazil)', 'Party Member (Afghanistan)', 'Settler (Israel)', 'Gambia', 'Legislature (Italy)', 'Citizen (Venezuela)', 'Head of Government (Poland)', 'Militant (Taliban)']"
2564,Northern Ireland,Investigate,Citizen (United Kingdom),2014-11-21,"['Reform Party (Estonia)', 'Toomas Hendrik Ilves', 'Defense / Security Ministry (Russia)', 'Citizen (Saudi Arabia)', 'Miguel Ángel Osorio Chong', 'Khadija Ismayilova', 'Northern Ireland', 'Employee (India)', 'Citizen (International)', 'Independent Democratic Action']"
2565,Chris Olukolade,Investigate,Other Authorities / Officials (Nigeria),2014-04-18,"['Irakli Alasania', 'Ministry (Madagascar)', 'Party of Regions', 'Military Ruler (Thailand)', 'Mujahideen (Somalia)', 'Business (Bulgaria)', 'Foreign Affairs (Russia)', 'Religion (India)', 'Criminal (Australia)', 'Party Member (Jordan)']"
2566,Military Personnel - Special (Brazil),"Arrest, detain, or charge with legal action",Citizen (Brazil),2014-09-17,"['Children (Philippines)', 'Defense / Security Ministry (Angola)', 'Citizen (Uganda)', 'Ministry (Central African Republic)', 'Internal Security Operations Command', 'Edouard Nduwimana', 'City Mayor (Argentina)', 'Simbarashe Mumbengegwi', 'Armed Gang (Afghanistan)', 'Raúl Castro']"
